Speaker,Language,Text,words_phones_ID_unigram,words_phones_IR_unigram,words_phones_SR_unigram,words_phones_ID_bigram,words_phones_IR_bigram,words_phones_SR_bigram,words_phones_ID_trigram,words_phones_IR_trigram,words_phones_SR_trigram,words_phones_ID_4gram,words_phones_IR_4gram,words_phones_SR_4gram,sentences_phones_ID_unigram,sentences_phones_IR_unigram,sentences_phones_SR_unigram,sentences_phones_ID_bigram,sentences_phones_IR_bigram,sentences_phones_SR_bigram,sentences_phones_ID_trigram,sentences_phones_IR_trigram,sentences_phones_SR_trigram,sentences_phones_ID_4gram,sentences_phones_IR_4gram,sentences_phones_SR_4gram,words_sylls_ID_unigram,words_sylls_IR_unigram,words_sylls_SR_unigram,words_sylls_ID_bigram,words_sylls_IR_bigram,words_sylls_SR_bigram,words_sylls_ID_trigram,words_sylls_IR_trigram,words_sylls_SR_trigram,words_sylls_ID_4gram,words_sylls_IR_4gram,words_sylls_SR_4gram,sentences_sylls_ID_unigram,sentences_sylls_IR_unigram,sentences_sylls_SR_unigram,sentences_sylls_ID_bigram,sentences_sylls_IR_bigram,sentences_sylls_SR_bigram,sentences_sylls_ID_trigram,sentences_sylls_IR_trigram,sentences_sylls_SR_trigram,sentences_sylls_ID_4gram,sentences_sylls_IR_4gram,sentences_sylls_SR_4gram
DEU_bg,DEU,P2,4.753,90.601,19.061,3.097,59.033,19.061,3.481,66.35,19.061,4.116,78.446,19.061,4.753,90.601,19.061,3.493,66.574,19.061,3.763,71.732,19.061,4.333,82.584,19.061,8.364,57.766,6.906,7.727,53.363,6.906,6.59,45.513,6.906,5.064,34.973,6.906,8.364,57.766,6.906,8.753,60.45,6.906,8.884,61.354,6.906,8.828,60.97,6.906
DEU_bg,DEU,P3,4.753,105.052,22.101,3.097,68.448,22.101,3.481,76.933,22.101,4.116,90.958,22.101,4.753,105.052,22.101,3.493,77.192,22.101,3.763,83.173,22.101,4.333,95.756,22.101,8.364,65.615,7.844,7.727,60.614,7.844,6.59,51.698,7.844,5.064,39.725,7.844,8.364,65.615,7.844,8.753,68.664,7.844,8.884,69.691,7.844,8.828,69.254,7.844
DEU_bg,DEU,P8,4.753,91.73,19.298,3.097,59.768,19.298,3.481,67.176,19.298,4.116,79.423,19.298,4.753,91.73,19.298,3.493,67.403,19.298,3.763,72.625,19.298,4.333,83.613,19.298,8.364,58.087,6.944,7.727,53.66,6.944,6.59,45.766,6.944,5.064,35.167,6.944,8.364,58.087,6.944,8.753,60.786,6.944,8.884,61.695,6.944,8.828,61.309,6.944
DEU_bg,DEU,P9,4.753,96.919,20.39,3.097,63.149,20.39,3.481,70.976,20.39,4.116,83.915,20.39,4.753,96.919,20.39,3.493,71.216,20.39,3.763,76.733,20.39,4.333,88.342,20.39,8.364,63.329,7.571,7.727,58.503,7.571,6.59,49.897,7.571,5.064,38.341,7.571,8.364,63.329,7.571,8.753,66.273,7.571,8.884,67.263,7.571,8.828,66.842,7.571
DEU_bg,DEU,Q1,4.753,91.448,19.239,3.097,59.584,19.239,3.481,66.97,19.239,4.116,79.179,19.239,4.753,91.448,19.239,3.493,67.196,19.239,3.763,72.402,19.239,4.333,83.356,19.239,8.364,63.072,7.541,7.727,58.266,7.541,6.59,49.695,7.541,5.064,38.186,7.541,8.364,63.072,7.541,8.753,66.004,7.541,8.884,66.991,7.541,8.828,66.571,7.541
DEU_ga,DEU,O1,4.753,85.152,17.914,3.097,55.482,17.914,3.481,62.359,17.914,4.116,73.728,17.914,4.753,85.152,17.914,3.493,62.57,17.914,3.763,67.418,17.914,4.333,77.617,17.914,8.364,52.557,6.283,7.727,48.552,6.283,6.59,41.41,6.283,5.064,31.82,6.283,8.364,52.557,6.283,8.753,55.0,6.283,8.884,55.823,6.283,8.828,55.473,6.283
DEU_ga,DEU,O4,4.753,81.212,17.085,3.097,52.915,17.085,3.481,59.474,17.085,4.116,70.316,17.085,4.753,81.212,17.085,3.493,59.674,17.085,3.763,64.298,17.085,4.333,74.025,17.085,8.364,49.388,5.905,7.727,45.624,5.905,6.59,38.913,5.905,5.064,29.901,5.905,8.364,49.388,5.905,8.753,51.684,5.905,8.884,52.456,5.905,8.828,52.128,5.905
DEU_ga,DEU,O6,4.753,82.316,17.318,3.097,53.634,17.318,3.481,60.282,17.318,4.116,71.272,17.318,4.753,82.316,17.318,3.493,60.485,17.318,3.763,65.172,17.318,4.333,75.031,17.318,8.364,56.708,6.78,7.727,52.387,6.78,6.59,44.68,6.78,5.064,34.333,6.78,8.364,56.708,6.78,8.753,59.344,6.78,8.884,60.231,6.78,8.828,59.854,6.78
DEU_ga,DEU,O9,4.753,83.678,17.604,3.097,54.521,17.604,3.481,61.279,17.604,4.116,72.451,17.604,4.753,83.678,17.604,3.493,61.486,17.604,3.763,66.25,17.604,4.333,76.273,17.604,8.364,56.634,6.771,7.727,52.318,6.771,6.59,44.622,6.771,5.064,34.288,6.771,8.364,56.634,6.771,8.753,59.267,6.771,8.884,60.153,6.771,8.828,59.776,6.771
DEU_ga,DEU,P0,4.753,80.837,17.006,3.097,52.67,17.006,3.481,59.199,17.006,4.116,69.991,17.006,4.753,80.837,17.006,3.493,59.399,17.006,3.763,64.001,17.006,4.333,73.683,17.006,8.364,52.824,6.315,7.727,48.798,6.315,6.59,41.62,6.315,5.064,31.981,6.315,8.364,52.824,6.315,8.753,55.279,6.315,8.884,56.105,6.315,8.828,55.754,6.315
DEU_ga,DEU,Q0,4.753,83.929,17.657,3.097,54.685,17.657,3.481,61.464,17.657,4.116,72.669,17.657,4.753,83.929,17.657,3.493,61.671,17.657,3.763,66.449,17.657,4.333,76.502,17.657,8.364,57.834,6.914,7.727,53.427,6.914,6.59,45.568,6.914,5.064,35.014,6.914,8.364,57.834,6.914,8.753,60.522,6.914,8.884,61.427,6.914,8.828,61.042,6.914
DEU_hm,DEU,O2,4.753,91.589,19.269,3.097,59.676,19.269,3.481,67.073,19.269,4.116,79.301,19.269,4.753,91.589,19.269,3.493,67.299,19.269,3.763,72.514,19.269,4.333,83.484,19.269,8.364,59.811,7.151,7.727,55.253,7.151,6.59,47.125,7.151,5.064,36.211,7.151,8.364,59.811,7.151,8.753,62.591,7.151,8.884,63.527,7.151,8.828,63.129,7.151
DEU_hm,DEU,O3,4.753,80.771,16.993,3.097,52.627,16.993,3.481,59.151,16.993,4.116,69.934,16.993,4.753,80.771,16.993,3.493,59.35,16.993,3.763,63.948,16.993,4.333,73.623,16.993,8.364,53.582,6.406,7.727,49.499,6.406,6.59,42.217,6.406,5.064,32.44,6.406,8.364,53.582,6.406,8.753,56.073,6.406,8.884,56.911,6.406,8.828,56.554,6.406
DEU_hm,DEU,O8,4.753,95.521,20.096,3.097,62.238,20.096,3.481,69.952,20.096,4.116,82.705,20.096,4.753,95.521,20.096,3.493,70.188,20.096,3.763,75.626,20.096,4.333,87.068,20.096,8.364,61.533,7.356,7.727,56.844,7.356,6.59,48.482,7.356,5.064,37.254,7.356,8.364,61.533,7.356,8.753,64.393,7.356,8.884,65.356,7.356,8.828,64.946,7.356
DEU_hm,DEU,P1,4.753,94.385,19.857,3.097,61.498,19.857,3.481,69.121,19.857,4.116,81.722,19.857,4.753,94.385,19.857,3.493,69.354,19.857,3.763,74.727,19.857,4.333,86.033,19.857,8.364,63.169,7.552,7.727,58.355,7.552,6.59,49.771,7.552,5.064,38.244,7.552,8.364,63.169,7.552,8.753,66.105,7.552,8.884,67.093,7.552,8.828,66.673,7.552
DEU_hm,DEU,P2,4.753,81.841,17.218,3.097,53.324,17.218,3.481,59.934,17.218,4.116,70.86,17.218,4.753,81.841,17.218,3.493,60.136,17.218,3.763,64.796,17.218,4.333,74.599,17.218,8.364,52.18,6.238,7.727,48.204,6.238,6.59,41.113,6.238,5.064,31.591,6.238,8.364,52.18,6.238,8.753,54.605,6.238,8.884,55.422,6.238,8.828,55.074,6.238
DEU_hm,DEU,P3,4.753,89.852,18.903,3.097,58.544,18.903,3.481,65.801,18.903,4.116,77.797,18.903,4.753,89.852,18.903,3.493,66.023,18.903,3.763,71.139,18.903,4.333,81.901,18.903,8.364,56.121,6.709,7.727,51.844,6.709,6.59,44.218,6.709,5.064,33.977,6.709,8.364,56.121,6.709,8.753,58.729,6.709,8.884,59.607,6.709,8.828,59.234,6.709
DEU_hm,DEU,P8,4.753,83.77,17.623,3.097,54.581,17.623,3.481,61.347,17.623,4.116,72.53,17.623,4.753,83.77,17.623,3.493,61.554,17.623,3.763,66.323,17.623,4.333,76.357,17.623,8.364,53.046,6.342,7.727,49.003,6.342,6.59,41.795,6.342,5.064,32.115,6.342,8.364,53.046,6.342,8.753,55.511,6.342,8.884,56.341,6.342,8.828,55.988,6.342
DEU_hm,DEU,P9,4.753,89.972,18.928,3.097,58.622,18.928,3.481,65.889,18.928,4.116,77.9,18.928,4.753,89.972,18.928,3.493,66.111,18.928,3.763,71.233,18.928,4.333,82.01,18.928,8.364,58.79,7.029,7.727,54.31,7.029,6.59,46.32,7.029,5.064,35.593,7.029,8.364,58.79,7.029,8.753,61.522,7.029,8.884,62.442,7.029,8.828,62.051,7.029
DEU_hm,DEU,Q1,4.753,87.09,18.322,3.097,56.745,18.322,3.481,63.779,18.322,4.116,75.406,18.322,4.753,87.09,18.322,3.493,63.994,18.322,3.763,68.952,18.322,4.333,79.384,18.322,8.364,60.067,7.181,7.727,55.489,7.181,6.59,47.327,7.181,5.064,36.366,7.181,8.364,60.067,7.181,8.753,62.859,7.181,8.884,63.799,7.181,8.828,63.399,7.181
DEU_jm,DEU,O2,4.753,99.757,20.987,3.097,64.998,20.987,3.481,73.055,20.987,4.116,86.373,20.987,4.753,99.757,20.987,3.493,73.301,20.987,3.763,78.98,20.987,4.333,90.929,20.987,8.364,65.145,7.788,7.727,60.181,7.788,6.59,51.328,7.788,5.064,39.441,7.788,8.364,65.145,7.788,8.753,68.173,7.788,8.884,69.192,7.788,8.828,68.759,7.788
DEU_jm,DEU,O3,4.753,88.076,18.529,3.097,57.387,18.529,3.481,64.5,18.529,4.116,76.259,18.529,4.753,88.076,18.529,3.493,64.718,18.529,3.763,69.732,18.529,4.333,80.282,18.529,8.364,58.428,6.985,7.727,53.976,6.985,6.59,46.036,6.985,5.064,35.374,6.985,8.364,58.428,6.985,8.753,61.144,6.985,8.884,62.058,6.985,8.828,61.669,6.985
DEU_jm,DEU,O8,4.753,102.182,21.497,3.097,66.578,21.497,3.481,74.831,21.497,4.116,88.473,21.497,4.753,102.182,21.497,3.493,75.083,21.497,3.763,80.9,21.497,4.333,93.14,21.497,8.364,65.824,7.869,7.727,60.808,7.869,6.59,51.863,7.869,5.064,39.852,7.869,8.364,65.824,7.869,8.753,68.883,7.869,8.884,69.913,7.869,8.828,69.475,7.869
DEU_jm,DEU,P1,4.753,98.489,20.72,3.097,64.172,20.72,3.481,72.126,20.72,4.116,85.275,20.72,4.753,98.489,20.72,3.493,72.369,20.72,3.763,77.976,20.72,4.333,89.773,20.72,8.364,65.916,7.88,7.727,60.892,7.88,6.59,51.935,7.88,5.064,39.907,7.88,8.364,65.916,7.88,8.753,68.979,7.88,8.884,70.011,7.88,8.828,69.572,7.88
DEU_jm,DEU,P2,4.753,91.422,19.233,3.097,59.567,19.233,3.481,66.951,19.233,4.116,79.156,19.233,4.753,91.422,19.233,3.493,67.177,19.233,3.763,72.382,19.233,4.333,83.332,19.233,8.364,58.289,6.969,7.727,53.847,6.969,6.59,45.926,6.969,5.064,35.29,6.969,8.364,58.289,6.969,8.753,60.998,6.969,8.884,61.91,6.969,8.828,61.522,6.969
DEU_jm,DEU,P3,4.753,100.395,21.121,3.097,65.414,21.121,3.481,73.522,21.121,4.116,86.926,21.121,4.753,100.395,21.121,3.493,73.77,21.121,3.763,79.486,21.121,4.333,91.511,21.121,8.364,62.706,7.497,7.727,57.927,7.497,6.59,49.406,7.497,5.064,37.964,7.497,8.364,62.706,7.497,8.753,65.621,7.497,8.884,66.602,7.497,8.828,66.184,7.497
DEU_jm,DEU,P8,4.753,107.714,22.661,3.097,70.183,22.661,3.481,78.882,22.661,4.116,93.262,22.661,4.753,107.714,22.661,3.493,79.148,22.661,3.763,85.28,22.661,4.333,98.182,22.661,8.364,68.208,8.155,7.727,63.01,8.155,6.59,53.741,8.155,5.064,41.295,8.155,8.364,68.208,8.155,8.753,71.378,8.155,8.884,72.445,8.155,8.828,71.992,8.155
DEU_jm,DEU,P9,4.753,94.648,19.912,3.097,61.669,19.912,3.481,69.313,19.912,4.116,81.949,19.912,4.753,94.648,19.912,3.493,69.547,19.912,3.763,74.936,19.912,4.333,86.273,19.912,8.364,61.846,7.394,7.727,57.132,7.394,6.59,48.728,7.394,5.064,37.443,7.394,8.364,61.846,7.394,8.753,64.72,7.394,8.884,65.688,7.394,8.828,65.276,7.394
DEU_jm,DEU,Q1,4.753,93.761,19.725,3.097,61.091,19.725,3.481,68.663,19.725,4.116,81.181,19.725,4.753,93.761,19.725,3.493,68.895,19.725,3.763,74.233,19.725,4.333,85.464,19.725,8.364,64.667,7.731,7.727,59.739,7.731,6.59,50.951,7.731,5.064,39.151,7.731,8.364,64.667,7.731,8.753,67.673,7.731,8.884,68.685,7.731,8.828,68.254,7.731
DEU_mi,DEU,O2,4.753,64.659,13.603,3.097,42.13,13.603,3.481,47.352,13.603,4.116,55.984,13.603,4.753,64.659,13.603,3.493,47.512,13.603,3.763,51.193,13.603,4.333,58.938,13.603,8.364,42.225,5.048,7.727,39.007,5.048,6.59,33.269,5.048,5.064,25.564,5.048,8.364,42.225,5.048,8.753,44.188,5.048,8.884,44.848,5.048,8.828,44.567,5.048
DEU_mi,DEU,O3,4.753,57.148,12.023,3.097,37.236,12.023,3.481,41.851,12.023,4.116,49.481,12.023,4.753,57.148,12.023,3.493,41.992,12.023,3.763,45.246,12.023,4.333,52.091,12.023,8.364,37.911,4.532,7.727,35.022,4.532,6.59,29.87,4.532,5.064,22.953,4.532,8.364,37.911,4.532,8.753,39.673,4.532,8.884,40.267,4.532,8.828,40.014,4.532
DEU_mi,DEU,O8,4.753,69.47,14.615,3.097,45.264,14.615,3.481,50.874,14.615,4.116,60.149,14.615,4.753,69.47,14.615,3.493,51.046,14.615,3.763,55.001,14.615,4.333,63.322,14.615,8.364,44.751,5.35,7.727,41.341,5.35,6.59,35.259,5.35,5.064,27.094,5.35,8.364,44.751,5.35,8.753,46.831,5.35,8.884,47.531,5.35,8.828,47.233,5.35
DEU_mi,DEU,P1,4.753,66.048,13.895,3.097,43.034,13.895,3.481,48.369,13.895,4.116,57.186,13.895,4.753,66.048,13.895,3.493,48.532,13.895,3.763,52.292,13.895,4.333,60.203,13.895,8.364,44.204,5.285,7.727,40.835,5.285,6.59,34.828,5.285,5.064,26.762,5.285,8.364,44.204,5.285,8.753,46.258,5.285,8.884,46.95,5.285,8.828,46.656,5.285
DEU_mi,DEU,P2,4.753,62.029,13.05,3.097,40.416,13.05,3.481,45.425,13.05,4.116,53.706,13.05,4.753,62.029,13.05,3.493,45.579,13.05,3.763,49.11,13.05,4.333,56.54,13.05,8.364,39.548,4.728,7.727,36.534,4.728,6.59,31.16,4.728,5.064,23.944,4.728,8.364,39.548,4.728,8.753,41.386,4.728,8.884,42.005,4.728,8.828,41.742,4.728
DEU_mi,DEU,P3,4.753,59.971,12.617,3.097,39.075,12.617,3.481,43.919,12.617,4.116,51.925,12.617,4.753,59.971,12.617,3.493,44.067,12.617,3.763,47.481,12.617,4.333,54.664,12.617,8.364,37.458,4.478,7.727,34.603,4.478,6.59,29.513,4.478,5.064,22.678,4.478,8.364,37.458,4.478,8.753,39.199,4.478,8.884,39.785,4.478,8.828,39.535,4.478
DEU_mi,DEU,P8,4.753,64.385,13.545,3.097,41.951,13.545,3.481,47.151,13.545,4.116,55.747,13.545,4.753,64.385,13.545,3.493,47.31,13.545,3.763,50.976,13.545,4.333,58.688,13.545,8.364,40.771,4.874,7.727,37.664,4.874,6.59,32.123,4.874,5.064,24.684,4.874,8.364,40.771,4.874,8.753,42.666,4.874,8.884,43.304,4.874,8.828,43.032,4.874
DEU_mi,DEU,P9,4.753,59.362,12.489,3.097,38.678,12.489,3.481,43.472,12.489,4.116,51.397,12.489,4.753,59.362,12.489,3.493,43.619,12.489,3.763,46.998,12.489,4.333,54.109,12.489,8.364,38.788,4.637,7.727,35.832,4.637,6.59,30.561,4.637,5.064,23.483,4.637,8.364,38.788,4.637,8.753,40.591,4.637,8.884,41.198,4.637,8.828,40.94,4.637
DEU_mi,DEU,Q1,4.753,62.567,13.163,3.097,40.767,13.163,3.481,45.82,13.163,4.116,54.173,13.163,4.753,62.567,13.163,3.493,45.974,13.163,3.763,49.536,13.163,4.333,57.031,13.163,8.364,43.153,5.159,7.727,39.865,5.159,6.59,34.0,5.159,5.064,26.126,5.159,8.364,43.153,5.159,8.753,45.159,5.159,8.884,45.834,5.159,8.828,45.547,5.159
DEU_mj,DEU,O1,4.753,79.867,16.803,3.097,52.039,16.803,3.481,58.489,16.803,4.116,69.152,16.803,4.753,79.867,16.803,3.493,58.686,16.803,3.763,63.233,16.803,4.333,72.8,16.803,8.364,49.295,5.893,7.727,45.539,5.893,6.59,38.84,5.893,5.064,29.845,5.893,8.364,49.295,5.893,8.753,51.586,5.893,8.884,52.358,5.893,8.828,52.03,5.893
DEU_mj,DEU,O4,4.753,78.452,16.505,3.097,51.117,16.505,3.481,57.453,16.505,4.116,67.927,16.505,4.753,78.452,16.505,3.493,57.647,16.505,3.763,62.113,16.505,4.333,71.51,16.505,8.364,47.71,5.704,7.727,44.074,5.704,6.59,37.591,5.704,5.064,28.885,5.704,8.364,47.71,5.704,8.753,49.927,5.704,8.884,50.674,5.704,8.828,50.356,5.704
DEU_mj,DEU,O6,4.753,74.171,15.604,3.097,48.327,15.604,3.481,54.318,15.604,4.116,64.22,15.604,4.753,74.171,15.604,3.493,54.501,15.604,3.763,58.724,15.604,4.333,67.608,15.604,8.364,51.098,6.109,7.727,47.204,6.109,6.59,40.26,6.109,5.064,30.936,6.109,8.364,51.098,6.109,8.753,53.473,6.109,8.884,54.272,6.109,8.828,53.932,6.109
DEU_mj,DEU,O9,4.753,78.448,16.504,3.097,51.114,16.504,3.481,57.449,16.504,4.116,67.923,16.504,4.753,78.448,16.504,3.493,57.643,16.504,3.763,62.109,16.504,4.333,71.506,16.504,8.364,53.095,6.348,7.727,49.048,6.348,6.59,41.833,6.348,5.064,32.145,6.348,8.364,53.095,6.348,8.753,55.562,6.348,8.884,56.393,6.348,8.828,56.04,6.348
DEU_mj,DEU,P0,4.753,74.914,15.76,3.097,48.811,15.76,3.481,54.861,15.76,4.116,64.863,15.76,4.753,74.914,15.76,3.493,55.046,15.76,3.763,59.311,15.76,4.333,68.284,15.76,8.364,48.953,5.853,7.727,45.223,5.853,6.59,38.57,5.853,5.064,29.638,5.853,8.364,48.953,5.853,8.753,51.229,5.853,8.884,51.994,5.853,8.828,51.669,5.853
DEU_mj,DEU,Q0,4.753,77.671,16.341,3.097,50.608,16.341,3.481,56.881,16.341,4.116,67.25,16.341,4.753,77.671,16.341,3.493,57.073,16.341,3.763,61.495,16.341,4.333,70.798,16.341,8.364,53.522,6.399,7.727,49.443,6.399,6.59,42.17,6.399,5.064,32.404,6.399,8.364,53.522,6.399,8.753,56.01,6.399,8.884,56.847,6.399,8.828,56.491,6.399
DEU_qk,DEU,O1,4.753,82.935,17.448,3.097,54.037,17.448,3.481,60.736,17.448,4.116,71.808,17.448,4.753,82.935,17.448,3.493,60.94,17.448,3.763,65.662,17.448,4.333,75.596,17.448,8.364,51.189,6.12,7.727,47.288,6.12,6.59,40.332,6.12,5.064,30.991,6.12,8.364,51.189,6.12,8.753,53.568,6.12,8.884,54.369,6.12,8.828,54.028,6.12
DEU_qk,DEU,O4,4.753,83.305,17.526,3.097,54.279,17.526,3.481,61.007,17.526,4.116,72.128,17.526,4.753,83.305,17.526,3.493,61.212,17.526,3.763,65.955,17.526,4.333,75.933,17.526,8.364,50.661,6.057,7.727,46.8,6.057,6.59,39.916,6.057,5.064,30.672,6.057,8.364,50.661,6.057,8.753,53.016,6.057,8.884,53.808,6.057,8.828,53.471,6.057
DEU_qk,DEU,O6,4.753,75.73,15.932,3.097,49.343,15.932,3.481,55.459,15.932,4.116,65.57,15.932,4.753,75.73,15.932,3.493,55.646,15.932,3.763,59.958,15.932,4.333,69.029,15.932,8.364,52.172,6.237,7.727,48.196,6.237,6.59,41.106,6.237,5.064,31.586,6.237,8.364,52.172,6.237,8.753,54.596,6.237,8.884,55.413,6.237,8.828,55.065,6.237
DEU_qk,DEU,O9,4.753,76.798,16.157,3.097,50.039,16.157,3.481,56.241,16.157,4.116,66.494,16.157,4.753,76.798,16.157,3.493,56.431,16.157,3.763,60.803,16.157,4.333,70.002,16.157,8.364,51.978,6.214,7.727,48.017,6.214,6.59,40.953,6.214,5.064,31.469,6.214,8.364,51.978,6.214,8.753,54.394,6.214,8.884,55.207,6.214,8.828,54.861,6.214
DEU_qk,DEU,P0,4.753,78.533,16.522,3.097,51.169,16.522,3.481,57.512,16.522,4.116,67.996,16.522,4.753,78.533,16.522,3.493,57.706,16.522,3.763,62.177,16.522,4.333,71.583,16.522,8.364,51.318,6.135,7.727,47.407,6.135,6.59,40.434,6.135,5.064,31.069,6.135,8.364,51.318,6.135,8.753,53.703,6.135,8.884,54.506,6.135,8.828,54.165,6.135
DEU_qk,DEU,Q0,4.753,82.054,17.263,3.097,53.463,17.263,3.481,60.09,17.263,4.116,71.045,17.263,4.753,82.054,17.263,3.493,60.293,17.263,3.763,64.965,17.263,4.333,74.793,17.263,8.364,56.542,6.76,7.727,52.233,6.76,6.59,44.549,6.76,5.064,34.232,6.76,8.364,56.542,6.76,8.753,59.17,6.76,8.884,60.055,6.76,8.828,59.678,6.76
DEU_sm,DEU,O1,4.753,99.367,20.905,3.097,64.744,20.905,3.481,72.769,20.905,4.116,86.035,20.905,4.753,99.367,20.905,3.493,73.014,20.905,3.763,78.671,20.905,4.333,90.574,20.905,8.364,61.331,7.332,7.727,56.657,7.332,6.59,48.322,7.332,5.064,37.131,7.332,8.364,61.331,7.332,8.753,64.181,7.332,8.884,65.141,7.332,8.828,64.733,7.332
DEU_sm,DEU,O4,4.753,94.51,19.883,3.097,61.579,19.883,3.481,69.212,19.883,4.116,81.83,19.883,4.753,94.51,19.883,3.493,69.446,19.883,3.763,74.826,19.883,4.333,86.146,19.883,8.364,57.475,6.871,7.727,53.095,6.871,6.59,45.285,6.871,5.064,34.797,6.871,8.364,57.475,6.871,8.753,60.146,6.871,8.884,61.046,6.871,8.828,60.663,6.871
DEU_sm,DEU,O6,4.753,90.301,18.998,3.097,58.837,18.998,3.481,66.13,18.998,4.116,78.185,18.998,4.753,90.301,18.998,3.493,66.353,18.998,3.763,71.494,18.998,4.333,82.31,18.998,8.364,62.209,7.437,7.727,57.469,7.437,6.59,49.015,7.437,5.064,37.663,7.437,8.364,62.209,7.437,8.753,65.101,7.437,8.884,66.074,7.437,8.828,65.66,7.437
DEU_sm,DEU,O9,4.753,90.158,18.967,3.097,58.744,18.967,3.481,66.025,18.967,4.116,78.062,18.967,4.753,90.158,18.967,3.493,66.248,18.967,3.763,71.381,18.967,4.333,82.18,18.967,8.364,61.02,7.295,7.727,56.37,7.295,6.59,48.078,7.295,5.064,36.943,7.295,8.364,61.02,7.295,8.753,63.856,7.295,8.884,64.811,7.295,8.828,64.405,7.295
DEU_sm,DEU,P0,4.753,91.947,19.344,3.097,59.909,19.344,3.481,67.335,19.344,4.116,79.611,19.344,4.753,91.947,19.344,3.493,67.562,19.344,3.763,72.797,19.344,4.333,83.811,19.344,8.364,60.084,7.183,7.727,55.505,7.183,6.59,47.34,7.183,5.064,36.376,7.183,8.364,60.084,7.183,8.753,62.877,7.183,8.884,63.817,7.183,8.828,63.417,7.183
DEU_sm,DEU,Q0,4.753,93.314,19.632,3.097,60.8,19.632,3.481,68.337,19.632,4.116,80.794,19.632,4.753,93.314,19.632,3.493,68.567,19.632,3.763,73.88,19.632,4.333,85.057,19.632,8.364,64.301,7.687,7.727,59.401,7.687,6.59,50.663,7.687,5.064,38.93,7.687,8.364,64.301,7.687,8.753,67.29,7.687,8.884,68.296,7.687,8.828,67.868,7.687
DEU_ss,DEU,O2,4.753,62.492,13.147,3.097,40.718,13.147,3.481,45.765,13.147,4.116,54.108,13.147,4.753,62.492,13.147,3.493,45.919,13.147,3.763,49.477,13.147,4.333,56.962,13.147,8.364,40.81,4.879,7.727,37.7,4.879,6.59,32.154,4.879,5.064,24.707,4.879,8.364,40.81,4.879,8.753,42.707,4.879,8.884,43.345,4.879,8.828,43.074,4.879
DEU_ss,DEU,O3,4.753,54.921,11.554,3.097,35.785,11.554,3.481,40.22,11.554,4.116,47.552,11.554,4.753,54.921,11.554,3.493,40.356,11.554,3.763,43.483,11.554,4.333,50.061,11.554,8.364,36.434,4.356,7.727,33.657,4.356,6.59,28.706,4.356,5.064,22.058,4.356,8.364,36.434,4.356,8.753,38.127,4.356,8.884,38.697,4.356,8.828,38.455,4.356
DEU_ss,DEU,O8,4.753,67.991,14.304,3.097,44.3,14.304,3.481,49.792,14.304,4.116,58.869,14.304,4.753,67.991,14.304,3.493,49.959,14.304,3.763,53.83,14.304,4.333,61.974,14.304,8.364,43.799,5.236,7.727,40.461,5.236,6.59,34.509,5.236,5.064,26.517,5.236,8.364,43.799,5.236,8.753,45.834,5.236,8.884,46.52,5.236,8.828,46.228,5.236
DEU_ss,DEU,P1,4.753,62.869,13.226,3.097,40.963,13.226,3.481,46.04,13.226,4.116,54.434,13.226,4.753,62.869,13.226,3.493,46.196,13.226,3.763,49.775,13.226,4.333,57.305,13.226,8.364,42.076,5.03,7.727,38.87,5.03,6.59,33.152,5.03,5.064,25.474,5.03,8.364,42.076,5.03,8.753,44.032,5.03,8.884,44.69,5.03,8.828,44.41,5.03
DEU_ss,DEU,P2,4.753,64.152,13.496,3.097,41.799,13.496,3.481,46.98,13.496,4.116,55.545,13.496,4.753,64.152,13.496,3.493,47.139,13.496,3.763,50.791,13.496,4.333,58.475,13.496,8.364,40.902,4.89,7.727,37.785,4.89,6.59,32.227,4.89,5.064,24.763,4.89,8.364,40.902,4.89,8.753,42.803,4.89,8.884,43.443,4.89,8.828,43.171,4.89
DEU_ss,DEU,P3,4.753,70.162,14.761,3.097,45.715,14.761,3.481,51.382,14.761,4.116,60.749,14.761,4.753,70.162,14.761,3.493,51.555,14.761,3.763,55.55,14.761,4.333,63.954,14.761,8.364,43.823,5.239,7.727,40.483,5.239,6.59,34.528,5.239,5.064,26.532,5.239,8.364,43.823,5.239,8.753,45.86,5.239,8.884,46.545,5.239,8.828,46.254,5.239
DEU_ss,DEU,P8,4.753,65.528,13.786,3.097,42.696,13.786,3.481,47.988,13.786,4.116,56.737,13.786,4.753,65.528,13.786,3.493,48.15,13.786,3.763,51.881,13.786,4.333,59.73,13.786,8.364,41.495,4.961,7.727,38.332,4.961,6.59,32.694,4.961,5.064,25.122,4.961,8.364,41.495,4.961,8.753,43.423,4.961,8.884,44.073,4.961,8.828,43.796,4.961
DEU_ss,DEU,P9,4.753,59.253,12.466,3.097,38.607,12.466,3.481,43.392,12.466,4.116,51.303,12.466,4.753,59.253,12.466,3.493,43.539,12.466,3.763,46.912,12.466,4.333,54.009,12.466,8.364,38.717,4.629,7.727,35.767,4.629,6.59,30.505,4.629,5.064,23.44,4.629,8.364,38.717,4.629,8.753,40.517,4.629,8.884,41.123,4.629,8.828,40.865,4.629
