Speaker,Language,Text,words_phones_ID_unigram,words_phones_IR_unigram,words_phones_SR_unigram,words_phones_ID_bigram,words_phones_IR_bigram,words_phones_SR_bigram,words_phones_ID_trigram,words_phones_IR_trigram,words_phones_SR_trigram,words_phones_ID_4gram,words_phones_IR_4gram,words_phones_SR_4gram,sentences_phones_ID_unigram,sentences_phones_IR_unigram,sentences_phones_SR_unigram,sentences_phones_ID_bigram,sentences_phones_IR_bigram,sentences_phones_SR_bigram,sentences_phones_ID_trigram,sentences_phones_IR_trigram,sentences_phones_SR_trigram,sentences_phones_ID_4gram,sentences_phones_IR_4gram,sentences_phones_SR_4gram,words_sylls_ID_unigram,words_sylls_IR_unigram,words_sylls_SR_unigram,words_sylls_ID_bigram,words_sylls_IR_bigram,words_sylls_SR_bigram,words_sylls_ID_trigram,words_sylls_IR_trigram,words_sylls_SR_trigram,words_sylls_ID_4gram,words_sylls_IR_4gram,words_sylls_SR_4gram,sentences_sylls_ID_unigram,sentences_sylls_IR_unigram,sentences_sylls_SR_unigram,sentences_sylls_ID_bigram,sentences_sylls_IR_bigram,sentences_sylls_SR_bigram,sentences_sylls_ID_trigram,sentences_sylls_IR_trigram,sentences_sylls_SR_trigram,sentences_sylls_ID_4gram,sentences_sylls_IR_4gram,sentences_sylls_SR_4gram
FRA_M2(Ar),FRA,P0,4.751,75.359,15.861,3.7,58.69,15.861,3.997,63.395,15.861,4.395,69.709,15.861,4.751,75.359,15.861,3.982,63.159,15.861,4.087,64.818,15.861,4.579,72.627,15.861,7.86,54.224,6.899,7.157,49.375,6.899,5.483,37.825,6.899,3.448,23.788,6.899,7.86,54.224,6.899,8.155,56.258,6.899,8.378,57.798,6.899,8.3,57.259,6.899
FRA_M2(Ar),FRA,P1,4.751,79.088,16.646,3.7,61.594,16.646,3.997,66.532,16.646,4.395,73.159,16.646,4.751,79.088,16.646,3.982,66.284,16.646,4.087,68.026,16.646,4.579,76.221,16.646,7.86,55.09,7.009,7.157,50.163,7.009,5.483,38.429,7.009,3.448,24.168,7.009,7.86,55.09,7.009,8.155,57.156,7.009,8.378,58.721,7.009,8.3,58.173,7.009
FRA_M2(Ar),FRA,P2,4.751,81.656,17.186,3.7,63.594,17.186,3.997,68.692,17.186,4.395,75.534,17.186,4.751,81.656,17.186,3.982,68.437,17.186,4.087,70.234,17.186,4.579,78.696,17.186,7.86,60.318,7.674,7.157,54.924,7.674,5.483,42.076,7.674,3.448,26.462,7.674,7.86,60.318,7.674,8.155,62.58,7.674,8.378,64.293,7.674,8.3,63.694,7.674
FRA_M2(Ar),FRA,P3,4.751,83.617,17.599,3.7,65.121,17.599,3.997,70.342,17.599,4.395,77.348,17.599,4.751,83.617,17.599,3.982,70.08,17.599,4.087,71.921,17.599,4.579,80.586,17.599,7.86,59.285,7.542,7.157,53.983,7.542,5.483,41.355,7.542,3.448,26.008,7.542,7.86,59.285,7.542,8.155,61.509,7.542,8.378,63.192,7.542,8.3,62.603,7.542
FRA_M2(Ar),FRA,P8,4.751,91.075,19.169,3.7,70.929,19.169,3.997,76.616,19.169,4.395,84.246,19.169,4.751,91.075,19.169,3.982,76.33,19.169,4.087,78.335,19.169,4.579,87.773,19.169,7.86,64.746,8.237,7.157,58.955,8.237,5.483,45.164,8.237,3.448,28.404,8.237,7.86,64.746,8.237,8.155,67.174,8.237,8.378,69.012,8.237,8.3,68.369,8.237
FRA_M2(Ar),FRA,P9,4.751,84.523,17.79,3.7,65.827,17.79,3.997,71.104,17.79,4.395,78.185,17.79,4.751,84.523,17.79,3.982,70.839,17.79,4.087,72.7,17.79,4.579,81.458,17.79,7.86,60.692,7.721,7.157,55.264,7.721,5.483,42.336,7.721,3.448,26.626,7.721,7.86,60.692,7.721,8.155,62.968,7.721,8.378,64.692,7.721,8.3,64.089,7.721
FRA_M2(Ar),FRA,Q0,4.751,85.037,17.898,3.7,66.227,17.898,3.997,71.536,17.898,4.395,78.661,17.898,4.751,85.037,17.898,3.982,71.27,17.898,4.087,73.142,17.898,4.579,81.954,17.898,7.86,61.408,7.812,7.157,55.916,7.812,5.483,42.836,7.812,3.448,26.94,7.812,7.86,61.408,7.812,8.155,63.711,7.812,8.378,65.455,7.812,8.3,64.845,7.812
FRA_M2(Ar),FRA,Q1,4.751,89.49,18.835,3.7,69.695,18.835,3.997,75.282,18.835,4.395,82.78,18.835,4.751,89.49,18.835,3.982,75.002,18.835,4.087,76.972,18.835,4.579,86.245,18.835,7.86,59.524,7.573,7.157,54.2,7.573,5.483,41.521,7.573,3.448,26.113,7.573,7.86,59.524,7.573,8.155,61.756,7.573,8.378,63.447,7.573,8.3,62.855,7.573
FRA_M3(Pi),FRA,O1,4.751,85.097,17.91,3.7,66.274,17.91,3.997,71.587,17.91,4.395,78.717,17.91,4.751,85.097,17.91,3.982,71.32,17.91,4.087,73.194,17.91,4.579,82.012,17.91,7.86,60.614,7.711,7.157,55.193,7.711,5.483,42.282,7.711,3.448,26.591,7.711,7.86,60.614,7.711,8.155,62.887,7.711,8.378,64.608,7.711,8.3,64.006,7.711
FRA_M3(Pi),FRA,O2,4.751,79.601,16.754,3.7,61.993,16.754,3.997,66.963,16.754,4.395,73.632,16.754,4.751,79.601,16.754,3.982,66.714,16.754,4.087,68.466,16.754,4.579,76.715,16.754,7.86,59.439,7.562,7.157,54.122,7.562,5.483,41.462,7.562,3.448,26.076,7.562,7.86,59.439,7.562,8.155,61.668,7.562,8.378,63.356,7.562,8.3,62.765,7.562
FRA_M3(Pi),FRA,O3,4.751,72.12,15.179,3.7,56.168,15.179,3.997,60.67,15.179,4.395,66.713,15.179,4.751,72.12,15.179,3.982,60.444,15.179,4.087,62.032,15.179,4.579,69.506,15.179,7.86,53.028,6.746,7.157,48.285,6.746,5.483,36.99,6.746,3.448,23.263,6.746,7.86,53.028,6.746,8.155,55.016,6.746,8.378,56.522,6.746,8.3,55.995,6.746
FRA_M3(Pi),FRA,O4,4.751,72.571,15.274,3.7,56.519,15.274,3.997,61.05,15.274,4.395,67.13,15.274,4.751,72.571,15.274,3.982,60.822,15.274,4.087,62.42,15.274,4.579,69.94,15.274,7.86,53.872,6.854,7.157,49.054,6.854,5.483,37.579,6.854,3.448,23.634,6.854,7.86,53.872,6.854,8.155,55.893,6.854,8.378,57.423,6.854,8.3,56.887,6.854
FRA_M3(Pi),FRA,O6,4.751,87.175,18.348,3.7,67.892,18.348,3.997,73.335,18.348,4.395,80.639,18.348,4.751,87.175,18.348,3.982,73.062,18.348,4.087,74.981,18.348,4.579,84.015,18.348,7.86,62.882,8.0,7.157,57.258,8.0,5.483,43.864,8.0,3.448,27.586,8.0,7.86,62.882,8.0,8.155,65.24,8.0,8.378,67.026,8.0,8.3,66.401,8.0
FRA_M3(Pi),FRA,O8,4.751,92.836,19.539,3.7,72.301,19.539,3.997,78.098,19.539,4.395,85.876,19.539,4.751,92.836,19.539,3.982,77.807,19.539,4.087,79.85,19.539,4.579,89.47,19.539,7.86,64.93,8.261,7.157,59.122,8.261,5.483,45.292,8.261,3.448,28.485,8.261,7.86,64.93,8.261,8.155,67.365,8.261,8.378,69.208,8.261,8.3,68.563,8.261
FRA_M3(Pi),FRA,O9,4.751,78.794,16.584,3.7,61.365,16.584,3.997,66.285,16.584,4.395,72.887,16.584,4.751,78.794,16.584,3.982,66.038,16.584,4.087,67.773,16.584,4.579,75.938,16.584,7.86,55.42,7.051,7.157,50.463,7.051,5.483,38.658,7.051,3.448,24.313,7.051,7.86,55.42,7.051,8.155,57.498,7.051,8.378,59.072,7.051,8.3,58.521,7.051
FRA_M3(Pi),FRA,P0,4.751,83.809,17.639,3.7,65.271,17.639,3.997,70.503,17.639,4.395,77.525,17.639,4.751,83.809,17.639,3.982,70.241,17.639,4.087,72.086,17.639,4.579,80.771,17.639,7.86,60.305,7.672,7.157,54.911,7.672,5.483,42.066,7.672,3.448,26.456,7.672,7.86,60.305,7.672,8.155,62.566,7.672,8.378,64.279,7.672,8.3,63.68,7.672
FRA_M3(Pi),FRA,P1,4.751,86.683,18.244,3.7,67.509,18.244,3.997,72.921,18.244,4.395,80.183,18.244,4.751,86.683,18.244,3.982,72.649,18.244,4.087,74.558,18.244,4.579,83.54,18.244,7.86,60.38,7.682,7.157,54.98,7.682,5.483,42.119,7.682,3.448,26.489,7.682,7.86,60.38,7.682,8.155,62.645,7.682,8.378,64.359,7.682,8.3,63.759,7.682
FRA_M3(Pi),FRA,P2,4.751,84.985,17.887,3.7,66.187,17.887,3.997,71.493,17.887,4.395,78.613,17.887,4.751,84.985,17.887,3.982,71.226,17.887,4.087,73.097,17.887,4.579,81.904,17.887,7.86,62.777,7.987,7.157,57.163,7.987,5.483,43.791,7.987,3.448,27.54,7.987,7.86,62.777,7.987,8.155,65.131,7.987,8.378,66.914,7.987,8.3,66.29,7.987
FRA_M3(Pi),FRA,P3,4.751,76.194,16.037,3.7,59.34,16.037,3.997,64.098,16.037,4.395,70.481,16.037,4.751,76.194,16.037,3.982,63.859,16.037,4.087,65.536,16.037,4.579,73.432,16.037,7.86,54.022,6.873,7.157,49.191,6.873,5.483,37.684,6.873,3.448,23.7,6.873,7.86,54.022,6.873,8.155,56.048,6.873,8.378,57.582,6.873,8.3,57.045,6.873
FRA_M3(Pi),FRA,P8,4.751,93.819,19.746,3.7,73.067,19.746,3.997,78.925,19.746,4.395,86.785,19.746,4.751,93.819,19.746,3.982,78.631,19.746,4.087,80.696,19.746,4.579,90.418,19.746,7.86,66.697,8.485,7.157,60.731,8.485,5.483,46.525,8.485,3.448,29.26,8.485,7.86,66.697,8.485,8.155,69.198,8.485,8.378,71.092,8.485,8.3,70.429,8.485
FRA_M3(Pi),FRA,P9,4.751,80.154,16.87,3.7,62.424,16.87,3.997,67.429,16.87,4.395,74.144,16.87,4.751,80.154,16.87,3.982,67.177,16.87,4.087,68.942,16.87,4.579,77.248,16.87,7.86,57.555,7.322,7.157,52.408,7.322,5.483,40.148,7.322,3.448,25.25,7.322,7.86,57.555,7.322,8.155,59.714,7.322,8.378,61.348,7.322,8.3,60.776,7.322
FRA_M3(Pi),FRA,Q0,4.751,78.154,16.449,3.7,60.866,16.449,3.997,65.746,16.449,4.395,72.294,16.449,4.751,78.154,16.449,3.982,65.501,16.449,4.087,67.222,16.449,4.579,75.32,16.449,7.86,56.438,7.18,7.157,51.39,7.18,5.483,39.369,7.18,3.448,24.759,7.18,7.86,56.438,7.18,8.155,58.554,7.18,8.378,60.157,7.18,8.3,59.596,7.18
FRA_M3(Pi),FRA,Q1,4.751,89.577,18.853,3.7,69.763,18.853,3.997,75.355,18.853,4.395,82.86,18.853,4.751,89.577,18.853,3.982,75.075,18.853,4.087,77.047,18.853,4.579,86.329,18.853,7.86,59.582,7.58,7.157,54.253,7.58,5.483,41.562,7.58,3.448,26.139,7.58,7.86,59.582,7.58,8.155,61.816,7.58,8.378,63.508,7.58,8.3,62.916,7.58
FRA_M4(No),FRA,O1,4.751,96.818,20.377,3.7,75.402,20.377,3.997,81.447,20.377,4.395,89.559,20.377,4.751,96.818,20.377,3.982,81.144,20.377,4.087,83.275,20.377,4.579,93.308,20.377,7.86,68.962,8.774,7.157,62.795,8.774,5.483,48.105,8.774,3.448,30.254,8.774,7.86,68.962,8.774,8.155,71.549,8.774,8.378,73.507,8.774,8.3,72.822,8.774
FRA_M4(No),FRA,O2,4.751,101.841,21.435,3.7,79.314,21.435,3.997,85.673,21.435,4.395,94.205,21.435,4.751,101.841,21.435,3.982,85.353,21.435,4.087,87.596,21.435,4.579,98.149,21.435,7.86,76.046,9.675,7.157,69.244,9.675,5.483,53.046,9.675,3.448,33.361,9.675,7.86,76.046,9.675,8.155,78.897,9.675,8.378,81.057,9.675,8.3,80.301,9.675
FRA_M4(No),FRA,O3,4.751,86.605,18.228,3.7,67.448,18.228,3.997,72.856,18.228,4.395,80.112,18.228,4.751,86.605,18.228,3.982,72.584,18.228,4.087,74.491,18.228,4.579,83.465,18.228,7.86,63.678,8.101,7.157,57.983,8.101,5.483,44.419,8.101,3.448,27.936,8.101,7.86,63.678,8.101,8.155,66.066,8.101,8.378,67.874,8.101,8.3,67.241,8.101
FRA_M4(No),FRA,O4,4.751,85.13,17.917,3.7,66.299,17.917,3.997,71.614,17.917,4.395,78.747,17.917,4.751,85.13,17.917,3.982,71.348,17.917,4.087,73.222,17.917,4.579,82.043,17.917,7.86,63.195,8.04,7.157,57.543,8.04,5.483,44.082,8.04,3.448,27.724,8.04,7.86,63.195,8.04,8.155,65.565,8.04,8.378,67.359,8.04,8.3,66.731,8.04
FRA_M4(No),FRA,O6,4.751,101.06,21.27,3.7,78.706,21.27,3.997,85.016,21.27,4.395,93.483,21.27,4.751,101.06,21.27,3.982,84.699,21.27,4.087,86.924,21.27,4.579,97.396,21.27,7.86,72.897,9.274,7.157,66.378,9.274,5.483,50.85,9.274,3.448,31.98,9.274,7.86,72.897,9.274,8.155,75.631,9.274,8.378,77.701,9.274,8.3,76.977,9.274
FRA_M4(No),FRA,O8,4.751,106.546,22.425,3.7,82.978,22.425,3.997,89.631,22.425,4.395,98.557,22.425,4.751,106.546,22.425,3.982,89.297,22.425,4.087,91.642,22.425,4.579,102.683,22.425,7.86,74.518,9.48,7.157,67.853,9.48,5.483,51.981,9.48,3.448,32.691,9.48,7.86,74.518,9.48,8.155,77.313,9.48,8.378,79.429,9.48,8.3,78.688,9.48
FRA_M4(No),FRA,O9,4.751,100.438,21.139,3.7,78.221,21.139,3.997,84.492,21.139,4.395,92.907,21.139,4.751,100.438,21.139,3.982,84.178,21.139,4.087,86.389,21.139,4.579,96.797,21.139,7.86,70.643,8.987,7.157,64.324,8.987,5.483,49.277,8.987,3.448,30.991,8.987,7.86,70.643,8.987,8.155,73.292,8.987,8.378,75.298,8.987,8.3,74.596,8.987
FRA_M4(No),FRA,P0,4.751,93.087,19.592,3.7,72.497,19.592,3.997,78.309,19.592,4.395,86.108,19.592,4.751,93.087,19.592,3.982,78.017,19.592,4.087,80.066,19.592,4.579,89.712,19.592,7.86,66.981,8.521,7.157,60.99,8.521,5.483,46.723,8.521,3.448,29.385,8.521,7.86,66.981,8.521,8.155,69.493,8.521,8.378,71.395,8.521,8.3,70.729,8.521
FRA_M4(No),FRA,P1,4.751,91.848,19.331,3.7,71.532,19.331,3.997,77.266,19.331,4.395,84.962,19.331,4.751,91.848,19.331,3.982,76.979,19.331,4.087,79.001,19.331,4.579,88.518,19.331,7.86,63.979,8.14,7.157,58.257,8.14,5.483,44.629,8.14,3.448,28.067,8.14,7.86,63.979,8.14,8.155,66.378,8.14,8.378,68.195,8.14,8.3,67.559,8.14
FRA_M4(No),FRA,P2,4.751,94.849,19.963,3.7,73.868,19.963,3.997,79.79,19.963,4.395,87.737,19.963,4.751,94.849,19.963,3.982,79.493,19.963,4.087,81.581,19.963,4.579,91.41,19.963,7.86,70.063,8.914,7.157,63.797,8.914,5.483,48.873,8.914,3.448,30.737,8.914,7.86,70.063,8.914,8.155,72.691,8.914,8.378,74.681,8.914,8.3,73.984,8.914
FRA_M4(No),FRA,P3,4.751,94.217,19.83,3.7,73.377,19.83,3.997,79.259,19.83,4.395,87.153,19.83,4.751,94.217,19.83,3.982,78.964,19.83,4.087,81.038,19.83,4.579,90.802,19.83,7.86,66.801,8.499,7.157,60.826,8.499,5.483,46.597,8.499,3.448,29.306,8.499,7.86,66.801,8.499,8.155,69.306,8.499,8.378,71.203,8.499,8.3,70.539,8.499
FRA_M4(No),FRA,P8,4.751,104.974,22.094,3.7,81.755,22.094,3.997,88.309,22.094,4.395,97.104,22.094,4.751,104.974,22.094,3.982,87.98,22.094,4.087,90.291,22.094,4.579,101.169,22.094,7.86,74.627,9.494,7.157,67.952,9.494,5.483,52.057,9.494,3.448,32.739,9.494,7.86,74.627,9.494,8.155,77.425,9.494,8.378,79.545,9.494,8.3,78.803,9.494
FRA_M4(No),FRA,P9,4.751,84.651,17.817,3.7,65.926,17.817,3.997,71.212,17.817,4.395,78.304,17.817,4.751,84.651,17.817,3.982,70.946,17.817,4.087,72.81,17.817,4.579,81.582,17.817,7.86,60.784,7.733,7.157,55.348,7.733,5.483,42.401,7.733,3.448,26.666,7.733,7.86,60.784,7.733,8.155,63.064,7.733,8.378,64.79,7.733,8.3,64.186,7.733
FRA_M4(No),FRA,Q0,4.751,98.952,20.826,3.7,77.064,20.826,3.997,83.242,20.826,4.395,91.533,20.826,4.751,98.952,20.826,3.982,82.932,20.826,4.087,85.111,20.826,4.579,95.364,20.826,7.86,71.457,9.091,7.157,65.066,9.091,5.483,49.845,9.091,3.448,31.348,9.091,7.86,71.457,9.091,8.155,74.136,9.091,8.378,76.166,9.091,8.3,75.456,9.091
FRA_M4(No),FRA,Q1,4.751,98.162,20.66,3.7,76.449,20.66,3.997,82.578,20.66,4.395,90.802,20.66,4.751,98.162,20.66,3.982,82.27,20.66,4.087,84.431,20.66,4.579,94.603,20.66,7.86,65.293,8.307,7.157,59.453,8.307,5.483,45.545,8.307,3.448,28.644,8.307,7.86,65.293,8.307,8.155,67.741,8.307,8.378,69.595,8.307,8.3,68.947,8.307
FRA_M5(Chr),FRA,O1,4.751,91.631,19.286,3.7,71.363,19.286,3.997,77.084,19.286,4.395,84.761,19.286,4.751,91.631,19.286,3.982,76.797,19.286,4.087,78.814,19.286,4.579,88.309,19.286,7.86,65.268,8.304,7.157,59.431,8.304,5.483,45.528,8.304,3.448,28.633,8.304,7.86,65.268,8.304,8.155,67.716,8.304,8.378,69.569,8.304,8.3,68.921,8.304
FRA_M5(Chr),FRA,O2,4.751,89.653,18.869,3.7,69.822,18.869,3.997,75.42,18.869,4.395,82.931,18.869,4.751,89.653,18.869,3.982,75.139,18.869,4.087,77.112,18.869,4.579,86.403,18.869,7.86,66.945,8.517,7.157,60.957,8.517,5.483,46.698,8.517,3.448,29.369,8.517,7.86,66.945,8.517,8.155,69.455,8.517,8.378,71.356,8.517,8.3,70.691,8.517
FRA_M5(Chr),FRA,O3,4.751,81.257,17.102,3.7,63.283,17.102,3.997,68.356,17.102,4.395,75.164,17.102,4.751,81.257,17.102,3.982,68.102,17.102,4.087,69.891,17.102,4.579,78.311,17.102,7.86,59.745,7.601,7.157,54.402,7.601,5.483,41.676,7.601,3.448,26.21,7.601,7.86,59.745,7.601,8.155,61.986,7.601,8.378,63.682,7.601,8.3,63.089,7.601
FRA_M5(Chr),FRA,O4,4.751,79.87,16.81,3.7,62.203,16.81,3.997,67.19,16.81,4.395,73.882,16.81,4.751,79.87,16.81,3.982,66.94,16.81,4.087,68.698,16.81,4.579,76.975,16.81,7.86,59.291,7.543,7.157,53.988,7.543,5.483,41.359,7.543,3.448,26.011,7.543,7.86,59.291,7.543,8.155,61.514,7.543,8.378,63.198,7.543,8.3,62.609,7.543
FRA_M5(Chr),FRA,O6,4.751,90.235,18.992,3.7,70.276,18.992,3.997,75.91,18.992,4.395,83.47,18.992,4.751,90.235,18.992,3.982,75.627,18.992,4.087,77.613,18.992,4.579,86.964,18.992,7.86,65.089,8.281,7.157,59.268,8.281,5.483,45.404,8.281,3.448,28.555,8.281,7.86,65.089,8.281,8.155,67.53,8.281,8.378,69.379,8.281,8.3,68.732,8.281
FRA_M5(Chr),FRA,O8,4.751,99.304,20.901,3.7,77.338,20.901,3.997,83.538,20.901,4.395,91.858,20.901,4.751,99.304,20.901,3.982,83.227,20.901,4.087,85.414,20.901,4.579,95.704,20.901,7.86,69.453,8.836,7.157,63.241,8.836,5.483,48.448,8.836,3.448,30.469,8.836,7.86,69.453,8.836,8.155,72.058,8.836,8.378,74.03,8.836,8.3,73.34,8.836
FRA_M5(Chr),FRA,O9,4.751,95.597,20.12,3.7,74.452,20.12,3.997,80.42,20.12,4.395,88.43,20.12,4.751,95.597,20.12,3.982,80.121,20.12,4.087,82.225,20.12,4.579,92.132,20.12,7.86,67.238,8.554,7.157,61.224,8.554,5.483,46.902,8.554,3.448,29.497,8.554,7.86,67.238,8.554,8.155,69.76,8.554,8.378,71.669,8.554,8.3,71.001,8.554
FRA_M5(Chr),FRA,P0,4.751,89.19,18.772,3.7,69.461,18.772,3.997,75.03,18.772,4.395,82.502,18.772,4.751,89.19,18.772,3.982,74.75,18.772,4.087,76.714,18.772,4.579,85.956,18.772,7.86,64.176,8.165,7.157,58.437,8.165,5.483,44.767,8.165,3.448,28.154,8.165,7.86,64.176,8.165,8.155,66.583,8.165,8.378,68.406,8.165,8.3,67.768,8.165
FRA_M5(Chr),FRA,P1,4.751,89.507,18.839,3.7,69.708,18.839,3.997,75.297,18.839,4.395,82.796,18.839,4.751,89.507,18.839,3.982,75.016,18.839,4.087,76.987,18.839,4.579,86.262,18.839,7.86,62.347,7.932,7.157,56.771,7.932,5.483,43.491,7.932,3.448,27.352,7.932,7.86,62.347,7.932,8.155,64.686,7.932,8.378,66.456,7.932,8.3,65.837,7.932
FRA_M5(Chr),FRA,P2,4.751,85.554,18.007,3.7,66.63,18.007,3.997,71.972,18.007,4.395,79.14,18.007,4.751,85.554,18.007,3.982,71.704,18.007,4.087,73.587,18.007,4.579,82.453,18.007,7.86,63.198,8.04,7.157,57.546,8.04,5.483,44.084,8.04,3.448,27.725,8.04,7.86,63.198,8.04,8.155,65.568,8.04,8.378,67.363,8.04,8.3,66.735,8.04
FRA_M5(Chr),FRA,P3,4.751,87.87,18.494,3.7,68.433,18.494,3.997,73.92,18.494,4.395,81.282,18.494,4.751,87.87,18.494,3.982,73.644,18.494,4.087,75.579,18.494,4.579,84.684,18.494,7.86,62.3,7.926,7.157,56.728,7.926,5.483,43.458,7.926,3.448,27.331,7.926,7.86,62.3,7.926,8.155,64.637,7.926,8.378,66.406,7.926,8.3,65.787,7.926
FRA_M5(Chr),FRA,P8,4.751,93.523,19.684,3.7,72.836,19.684,3.997,78.675,19.684,4.395,86.511,19.684,4.751,93.523,19.684,3.982,78.382,19.684,4.087,80.441,19.684,4.579,90.132,19.684,7.86,66.486,8.458,7.157,60.539,8.458,5.483,46.378,8.458,3.448,29.167,8.458,7.86,66.486,8.458,8.155,68.979,8.458,8.378,70.867,8.458,8.3,70.206,8.458
FRA_M5(Chr),FRA,P9,4.751,83.511,17.577,3.7,65.039,17.577,3.997,70.253,17.577,4.395,77.25,17.577,4.751,83.511,17.577,3.982,69.991,17.577,4.087,71.83,17.577,4.579,80.484,17.577,7.86,59.966,7.629,7.157,54.603,7.629,5.483,41.83,7.629,3.448,26.307,7.629,7.86,59.966,7.629,8.155,62.215,7.629,8.378,63.918,7.629,8.3,63.322,7.629
FRA_M5(Chr),FRA,Q0,4.751,95.101,20.016,3.7,74.065,20.016,3.997,80.002,20.016,4.395,87.97,20.016,4.751,95.101,20.016,3.982,79.704,20.016,4.087,81.798,20.016,4.579,91.653,20.016,7.86,68.676,8.737,7.157,62.533,8.737,5.483,47.905,8.737,3.448,30.128,8.737,7.86,68.676,8.737,8.155,71.251,8.737,8.378,73.201,8.737,8.3,72.519,8.737
FRA_M5(Chr),FRA,Q1,4.751,98.582,20.749,3.7,76.776,20.749,3.997,82.931,20.749,4.395,91.191,20.749,4.751,98.582,20.749,3.982,82.622,20.749,4.087,84.793,20.749,4.579,95.008,20.749,7.86,65.572,8.342,7.157,59.707,8.342,5.483,45.74,8.342,3.448,28.767,8.342,7.86,65.572,8.342,8.155,68.031,8.342,8.378,69.893,8.342,8.3,69.242,8.342
DEU_aj,DEU,O1,4.753,66.695,14.031,3.097,43.456,14.031,3.481,48.843,14.031,4.116,57.747,14.031,4.753,66.695,14.031,3.493,49.008,14.031,3.763,52.805,14.031,4.333,60.793,14.031,8.364,41.165,4.921,7.727,38.028,4.921,6.59,32.434,4.921,5.064,24.923,4.921,8.364,41.165,4.921,8.753,43.079,4.921,8.884,43.723,4.921,8.828,43.449,4.921
DEU_aj,DEU,O4,4.753,64.645,13.6,3.097,42.12,13.6,3.481,47.341,13.6,4.116,55.971,13.6,4.753,64.645,13.6,3.493,47.501,13.6,3.763,51.181,13.6,4.333,58.924,13.6,8.364,39.313,4.7,7.727,36.317,4.7,6.59,30.975,4.7,5.064,23.801,4.7,8.364,39.313,4.7,8.753,41.14,4.7,8.884,41.755,4.7,8.828,41.494,4.7
DEU_aj,DEU,O6,4.753,61.442,12.926,3.097,40.034,12.926,3.481,44.996,12.926,4.116,53.199,12.926,4.753,61.442,12.926,3.493,45.148,12.926,3.763,48.646,12.926,4.333,56.005,12.926,8.364,42.328,5.061,7.727,39.103,5.061,6.59,33.35,5.061,5.064,25.627,5.061,8.364,42.328,5.061,8.753,44.296,5.061,8.884,44.958,5.061,8.828,44.676,5.061
DEU_aj,DEU,O9,4.753,60.581,12.745,3.097,39.472,12.745,3.481,44.365,12.745,4.116,52.453,12.745,4.753,60.581,12.745,3.493,44.515,12.745,3.763,47.964,12.745,4.333,55.22,12.745,8.364,41.002,4.902,7.727,37.878,4.902,6.59,32.306,4.902,5.064,24.824,4.902,8.364,41.002,4.902,8.753,42.908,4.902,8.884,43.55,4.902,8.828,43.277,4.902
DEU_aj,DEU,P0,4.753,63.7,13.401,3.097,41.505,13.401,3.481,46.649,13.401,4.116,55.154,13.401,4.753,63.7,13.401,3.493,46.807,13.401,3.763,50.433,13.401,4.333,58.063,13.401,8.364,41.626,4.976,7.727,38.453,4.976,6.59,32.797,4.976,5.064,25.201,4.976,8.364,41.626,4.976,8.753,43.56,4.976,8.884,44.212,4.976,8.828,43.935,4.976
DEU_aj,DEU,Q0,4.753,61.352,12.907,3.097,39.975,12.907,3.481,44.93,12.907,4.116,53.121,12.907,4.753,61.352,12.907,3.493,45.081,12.907,3.763,48.574,12.907,4.333,55.923,12.907,8.364,42.277,5.054,7.727,39.055,5.054,6.59,33.31,5.054,5.064,25.595,5.054,8.364,42.277,5.054,8.753,44.241,5.054,8.884,44.903,5.054,8.828,44.622,5.054
DEU_bg,DEU,O2,4.753,102.813,21.63,3.097,66.989,21.63,3.481,75.293,21.63,4.116,89.019,21.63,4.753,102.813,21.63,3.493,75.547,21.63,3.763,81.4,21.63,4.333,93.715,21.63,8.364,67.141,8.027,7.727,62.025,8.027,6.59,52.9,8.027,5.064,40.649,8.027,8.364,67.141,8.027,8.753,70.262,8.027,8.884,71.312,8.027,8.828,70.865,8.027
DEU_bg,DEU,O3,4.753,91.09,19.163,3.097,59.351,19.163,3.481,66.707,19.163,4.116,78.868,19.163,4.753,91.09,19.163,3.493,66.932,19.163,3.763,72.118,19.163,4.333,83.029,19.163,8.364,60.428,7.224,7.727,55.823,7.224,6.59,47.611,7.224,5.064,36.584,7.224,8.364,60.428,7.224,8.753,63.236,7.224,8.884,64.182,7.224,8.828,63.78,7.224
DEU_bg,DEU,O8,4.753,100.321,21.106,3.097,65.365,21.106,3.481,73.468,21.106,4.116,86.861,21.106,4.753,100.321,21.106,3.493,73.715,21.106,3.763,79.427,21.106,4.333,91.443,21.106,8.364,64.625,7.726,7.727,59.7,7.726,6.59,50.918,7.726,5.064,39.126,7.726,8.364,64.625,7.726,8.753,67.629,7.726,8.884,68.64,7.726,8.828,68.21,7.726
DEU_bg,DEU,P1,4.753,99.23,20.876,3.097,64.655,20.876,3.481,72.669,20.876,4.116,85.917,20.876,4.753,99.23,20.876,3.493,72.914,20.876,3.763,78.563,20.876,4.333,90.449,20.876,8.364,66.412,7.94,7.727,61.351,7.94,6.59,52.326,7.94,5.064,40.207,7.94,8.364,66.412,7.94,8.753,69.499,7.94,8.884,70.538,7.94,8.828,70.096,7.94
