Speaker,Language,Text,ID_unigram_coupe,ID_unigram_esidaine,ID_bigram_coupe,ID_bigram_esidaine,ID_trigram_esidaine,ID_4gram_esidaine,IR_unigram_esidaine,IR_bigram_esidaine,IR_trigram_esidaine,IR_4gram_esidaine
FRA_M3(Pi),FRA,P9,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,34.581,16.788,4.111,1.926
FRA_M3(Pi),FRA,Q0,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,38.256,18.572,4.548,2.131
FRA_M3(Pi),FRA,Q1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,42.913,20.833,5.102,2.391
FRA_M4(No),FRA,O1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,43.172,20.959,5.133,2.405
FRA_M4(No),FRA,O2,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,40.846,19.829,4.856,2.275
FRA_M4(No),FRA,O3,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,49.459,24.01,5.88,2.755
FRA_M4(No),FRA,O4,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,43.647,21.189,5.189,2.432
FRA_M4(No),FRA,O6,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,42.895,20.824,5.1,2.39
FRA_M4(No),FRA,O8,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,46.839,22.739,5.569,2.609
FRA_M4(No),FRA,O9,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,48.781,23.682,5.8,2.718
FRA_M4(No),FRA,P0,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,43.271,21.007,5.145,2.411
FRA_M4(No),FRA,P1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,46.094,22.377,5.48,2.568
FRA_M4(No),FRA,P2,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,45.473,22.075,5.406,2.533
FRA_M4(No),FRA,P3,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,44.919,21.807,5.341,2.502
FRA_M4(No),FRA,P8,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,44.168,21.442,5.251,2.461
FRA_M4(No),FRA,P9,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,43.217,20.98,5.138,2.408
FRA_M4(No),FRA,Q0,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,40.475,19.649,4.812,2.255
FRA_M4(No),FRA,Q1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,44.461,21.584,5.286,2.477
FRA_M5(Chr),FRA,O1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,48.745,23.664,5.795,2.716
FRA_M5(Chr),FRA,O2,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,46.568,22.607,5.537,2.594
FRA_M5(Chr),FRA,O3,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,48.947,23.762,5.819,2.727
FRA_M5(Chr),FRA,O4,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,46.141,22.4,5.486,2.57
FRA_M5(Chr),FRA,O6,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,45.527,22.102,5.413,2.536
FRA_M5(Chr),FRA,O8,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,49.795,24.174,5.92,2.774
FRA_M5(Chr),FRA,O9,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,54.169,26.297,6.44,3.018
FRA_M5(Chr),FRA,P0,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,46.502,22.575,5.529,2.591
FRA_M5(Chr),FRA,P1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,49.468,24.015,5.881,2.756
FRA_M5(Chr),FRA,P2,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,49.086,23.829,5.836,2.735
FRA_M5(Chr),FRA,P3,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,48.256,23.427,5.737,2.688
FRA_M5(Chr),FRA,P8,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,43.792,21.26,5.207,2.44
FRA_M5(Chr),FRA,P9,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,45.037,21.864,5.355,2.509
FRA_M5(Chr),FRA,Q0,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,44.001,21.361,5.231,2.451
FRA_M5(Chr),FRA,Q1,8.39,8.028562592125569,6.68,3.897583035716368,0.9545335482652872,0.4472634366063511,45.509,22.093,5.411,2.535
HUN_F1(An),HUN,O1,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,O2,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,O3,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,O4,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,O6,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,O8,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,O9,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,P0,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,P1,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,P2,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,P3,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,P8,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,P9,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,Q0,9.83,,5.9,,,,,,,
HUN_F1(An),HUN,Q1,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O1,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O2,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O3,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O4,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O6,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O8,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,O9,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,P0,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,P1,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,P2,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,P3,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,P8,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,P9,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,Q0,9.83,,5.9,,,,,,,
HUN_F2(Ga),HUN,Q1,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O1,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O2,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O3,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O4,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O6,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O8,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,O9,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,P0,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,P1,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,P2,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,P3,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,P8,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,P9,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,Q0,9.83,,5.9,,,,,,,
HUN_F3(Il),HUN,Q1,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O1,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O2,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O3,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O4,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O6,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O8,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,O9,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,P0,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,P1,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,P2,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,P3,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,P8,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,P9,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,Q0,9.83,,5.9,,,,,,,
HUN_F4(As),HUN,Q1,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O1,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O2,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O3,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O4,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O6,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O8,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,O9,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,P0,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,P1,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,P2,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,P3,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,P8,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,P9,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,Q0,9.83,,5.9,,,,,,,
HUN_F5(Ju),HUN,Q1,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O1,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O2,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O3,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O4,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O6,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O8,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,O9,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,P0,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,P1,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,P2,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,P3,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,P8,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,P9,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,Q0,9.83,,5.9,,,,,,,
HUN_M1(Ar),HUN,Q1,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O1,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O2,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O3,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O4,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O6,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O8,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,O9,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,P0,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,P1,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,P2,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,P3,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,P8,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,P9,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,Q0,9.83,,5.9,,,,,,,
HUN_M2(Ma),HUN,Q1,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O1,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O2,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O3,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O4,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O6,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O8,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,O9,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,P0,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,P1,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,P2,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,P3,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,P8,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,P9,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,Q0,9.83,,5.9,,,,,,,
HUN_M3(Er),HUN,Q1,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O1,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O2,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O3,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O4,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O6,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O8,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,O9,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,P0,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,P1,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,P2,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,P3,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,P8,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,P9,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,Q0,9.83,,5.9,,,,,,,
HUN_M4(Ga),HUN,Q1,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O1,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O2,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O3,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O4,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O6,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O8,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,O9,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,P0,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,P1,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,P2,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,P3,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,P8,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,P9,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,Q0,9.83,,5.9,,,,,,,
HUN_M5(Mi),HUN,Q1,9.83,,5.9,,,,,,,
ITA_a0,ITA,O4,8.32,,5.29,,,,,,,
ITA_a0,ITA,O6,8.32,,5.29,,,,,,,
ITA_a0,ITA,O8,8.32,,5.29,,,,,,,
ITA_a0,ITA,O9,8.32,,5.29,,,,,,,
ITA_a0,ITA,P0,8.32,,5.29,,,,,,,
ITA_a0,ITA,P8,8.32,,5.29,,,,,,,
ITA_a0,ITA,P9,8.32,,5.29,,,,,,,
ITA_a0,ITA,Q1,8.32,,5.29,,,,,,,
ITA_ag,ITA,O1,8.32,,5.29,,,,,,,
ITA_ag,ITA,O2,8.32,,5.29,,,,,,,
ITA_ag,ITA,O3,8.32,,5.29,,,,,,,
ITA_ag,ITA,P1,8.32,,5.29,,,,,,,
ITA_ag,ITA,P2,8.32,,5.29,,,,,,,
ITA_ag,ITA,P3,8.32,,5.29,,,,,,,
ITA_au,ITA,O1,8.32,,5.29,,,,,,,
ITA_au,ITA,O2,8.32,,5.29,,,,,,,
ITA_au,ITA,O3,8.32,,5.29,,,,,,,
ITA_b4,ITA,O4,8.32,,5.29,,,,,,,
ITA_b4,ITA,O6,8.32,,5.29,,,,,,,
ITA_b4,ITA,P8,8.32,,5.29,,,,,,,
ITA_b4,ITA,P9,8.32,,5.29,,,,,,,
ITA_b4,ITA,Q0,8.32,,5.29,,,,,,,
ITA_b4,ITA,Q1,8.32,,5.29,,,,,,,
ITA_b6,ITA,O8,8.32,,5.29,,,,,,,
ITA_b6,ITA,O9,8.32,,5.29,,,,,,,
ITA_b6,ITA,P0,8.32,,5.29,,,,,,,
ITA_b6,ITA,P1,8.32,,5.29,,,,,,,
ITA_b6,ITA,P2,8.32,,5.29,,,,,,,
ITA_b6,ITA,P3,8.32,,5.29,,,,,,,
ITA_b7,ITA,O4,8.32,,5.29,,,,,,,
ITA_b7,ITA,O6,8.32,,5.29,,,,,,,
ITA_b7,ITA,P8,8.32,,5.29,,,,,,,
ITA_b7,ITA,P9,8.32,,5.29,,,,,,,
ITA_b7,ITA,Q0,8.32,,5.29,,,,,,,
ITA_b7,ITA,Q1,8.32,,5.29,,,,,,,
ITA_ba,ITA,O1,8.32,,5.29,,,,,,,
ITA_ba,ITA,O2,8.32,,5.29,,,,,,,
ITA_ba,ITA,O3,8.32,,5.29,,,,,,,
ITA_ba,ITA,Q0,8.32,,5.29,,,,,,,
ITA_bf,ITA,O1,8.32,,5.29,,,,,,,
ITA_bf,ITA,O2,8.32,,5.29,,,,,,,
ITA_bf,ITA,O3,8.32,,5.29,,,,,,,
ITA_bk,ITA,O4,8.32,,5.29,,,,,,,
ITA_bk,ITA,O8,8.32,,5.29,,,,,,,
ITA_bk,ITA,O9,8.32,,5.29,,,,,,,
ITA_bk,ITA,P0,8.32,,5.29,,,,,,,
ITA_bk,ITA,P1,8.32,,5.29,,,,,,,
ITA_bk,ITA,P2,8.32,,5.29,,,,,,,
ITA_bk,ITA,P3,8.32,,5.29,,,,,,,
ITA_bk,ITA,P9,8.32,,5.29,,,,,,,
ITA_bl,ITA,O6,8.32,,5.29,,,,,,,
ITA_bl,ITA,P8,8.32,,5.29,,,,,,,
ITA_bl,ITA,Q0,8.32,,5.29,,,,,,,
ITA_bl,ITA,Q1,8.32,,5.29,,,,,,,
JPN_F1(Ma),JPN,O1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.546,18.746,9.069,1.805
JPN_F1(Ma),JPN,O2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,27.021,17.745,8.585,1.709
JPN_F1(Ma),JPN,O3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,26.665,17.511,8.472,1.686
JPN_F1(Ma),JPN,O4,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,26.607,17.473,8.453,1.683
JPN_F1(Ma),JPN,O6,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.795,18.909,9.148,1.821
JPN_F1(Ma),JPN,O8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,29.237,19.2,9.289,1.849
JPN_F1(Ma),JPN,O9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,27.105,17.8,8.612,1.714
JPN_F1(Ma),JPN,P0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.284,19.887,9.621,1.915
JPN_F1(Ma),JPN,P1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.399,18.65,9.023,1.796
JPN_F1(Ma),JPN,P2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.234,18.541,8.97,1.786
JPN_F1(Ma),JPN,P3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,27.933,18.343,8.874,1.766
JPN_F1(Ma),JPN,P8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.562,18.757,9.074,1.806
JPN_F1(Ma),JPN,P9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.374,21.26,10.285,2.047
JPN_F1(Ma),JPN,Q0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,25.454,16.715,8.087,1.61
JPN_F1(Ma),JPN,Q1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.372,18.632,9.014,1.794
JPN_F2(Hi),JPN,O1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,29.775,19.553,9.46,1.883
JPN_F2(Hi),JPN,O2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.955,19.014,9.199,1.831
JPN_F2(Hi),JPN,O3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.084,20.413,9.876,1.966
JPN_F2(Hi),JPN,O4,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.088,20.416,9.877,1.966
JPN_F2(Hi),JPN,O6,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.211,20.496,9.916,1.974
JPN_F2(Hi),JPN,O8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.972,20.34,9.84,1.959
JPN_F2(Hi),JPN,O9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.087,20.415,9.877,1.966
JPN_F2(Hi),JPN,P0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.756,20.854,10.089,2.008
JPN_F2(Hi),JPN,P1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,29.026,19.061,9.222,1.836
JPN_F2(Hi),JPN,P2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.297,18.582,8.99,1.789
JPN_F2(Hi),JPN,P3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.611,20.102,9.725,1.936
JPN_F2(Hi),JPN,P8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.19,20.482,9.909,1.972
JPN_F2(Hi),JPN,P9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.614,22.074,10.679,2.126
JPN_F2(Hi),JPN,Q0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,27.35,17.961,8.689,1.73
JPN_F2(Hi),JPN,Q1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,27.018,17.743,8.584,1.709
JPN_F3(Ju),JPN,O1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.57,20.075,9.712,1.933
JPN_F3(Ju),JPN,O2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.351,21.902,10.596,2.109
JPN_F3(Ju),JPN,O3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.684,22.12,10.702,2.13
JPN_F3(Ju),JPN,O4,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.475,20.669,10.0,1.99
JPN_F3(Ju),JPN,O6,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.004,21.017,10.168,2.024
JPN_F3(Ju),JPN,O8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.209,21.808,10.551,2.1
JPN_F3(Ju),JPN,O9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.124,19.782,9.571,1.905
JPN_F3(Ju),JPN,P0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.709,21.48,10.392,2.069
JPN_F3(Ju),JPN,P1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,29.393,19.302,9.338,1.859
JPN_F3(Ju),JPN,P2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.42,20.633,9.982,1.987
JPN_F3(Ju),JPN,P3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.818,21.551,10.426,2.075
JPN_F3(Ju),JPN,P8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.963,20.99,10.155,2.021
JPN_F3(Ju),JPN,P9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.375,21.261,10.286,2.047
JPN_F3(Ju),JPN,Q0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.318,19.91,9.632,1.917
JPN_F3(Ju),JPN,Q1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,27.896,18.319,8.863,1.764
JPN_F4(Ay),JPN,O1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.222,21.817,10.555,2.101
JPN_F4(Ay),JPN,O2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.345,20.584,9.958,1.982
JPN_F4(Ay),JPN,O3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.714,20.826,10.076,2.006
JPN_F4(Ay),JPN,O4,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.242,21.83,10.561,2.102
JPN_F4(Ay),JPN,O6,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.285,21.858,10.575,2.105
JPN_F4(Ay),JPN,O8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,35.353,23.217,11.232,2.236
JPN_F4(Ay),JPN,O9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,33.855,22.232,10.756,2.141
JPN_F4(Ay),JPN,P0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.084,21.069,10.193,2.029
JPN_F4(Ay),JPN,P1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.843,20.911,10.117,2.014
JPN_F4(Ay),JPN,P2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.503,20.031,9.691,1.929
JPN_F4(Ay),JPN,P3,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,31.073,20.406,9.872,1.965
JPN_F4(Ay),JPN,P8,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.22,19.845,9.601,1.911
JPN_F4(Ay),JPN,P9,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,36.22,23.785,11.507,2.291
JPN_F4(Ay),JPN,Q0,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,30.016,19.712,9.536,1.898
JPN_F4(Ay),JPN,Q1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,29.3,19.242,9.309,1.853
JPN_F5(Mi),JPN,O1,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,28.559,18.755,9.073,1.806
JPN_F5(Mi),JPN,O2,6.07,6.036599468523874,5.03,3.964218395063482,1.9178594392363624,0.3817541882936238,32.798,21.538,10.42,2.074
