Speaker,Language,Text,ShE,NS_coupe,NS_sidaine,ID_bigram_coupe,ID_bigram_esidaine,ID_unigram_esidaine,ID_trigram_esidaine,ID_4gram_esidaine,IR_esidaine
ENG_fh,ENG,Q0,9.51,88,,7.09,,,,,
ENG_fi,ENG,O1,9.51,70,,7.09,,,,,
ENG_fi,ENG,O2,9.51,86,,7.09,,,,,
ENG_fi,ENG,O3,9.51,85,,7.09,,,,,
ENG_fi,ENG,O4,9.51,84,,7.09,,,,,
ENG_fi,ENG,O6,9.51,67,,7.09,,,,,
ENG_fi,ENG,O8,9.51,84,,7.09,,,,,
ENG_fi,ENG,O9,9.51,67,,7.09,,,,,
ENG_fi,ENG,P1,9.51,105,,7.09,,,,,
ENG_fi,ENG,P2,9.51,76,,7.09,,,,,
ENG_fi,ENG,P3,9.51,91,,7.09,,,,,
ENG_fj,ENG,P0,9.51,92,,7.09,,,,,
ENG_fj,ENG,P8,9.51,77,,7.09,,,,,
ENG_fj,ENG,P9,9.51,91,,7.09,,,,,
ENG_fj,ENG,Q0,9.51,88,,7.09,,,,,
ENG_fj,ENG,Q1,9.51,62,,7.09,,,,,
EUS_F1(Am),EUS,O1,8.32,102,,4.83,,,,,
EUS_F1(Am),EUS,O2,8.32,106,,4.83,,,,,
EUS_F1(Am),EUS,O3,8.32,108,,4.83,,,,,
EUS_F1(Am),EUS,O4,8.32,135,,4.83,,,,,
EUS_F1(Am),EUS,O6,8.32,107,,4.83,,,,,
EUS_F1(Am),EUS,O8,8.32,138,,4.83,,,,,
EUS_F1(Am),EUS,O9,8.32,67,,4.83,,,,,
EUS_F1(Am),EUS,P0,8.32,142,,4.83,,,,,
EUS_F1(Am),EUS,P1,8.32,117,,4.83,,,,,
EUS_F1(Am),EUS,P2,8.32,109,,4.83,,,,,
EUS_F1(Am),EUS,P3,8.32,119,,4.83,,,,,
EUS_F1(Am),EUS,P8,8.32,121,,4.83,,,,,
EUS_F1(Am),EUS,P9,8.32,106,,4.83,,,,,
EUS_F1(Am),EUS,Q0,8.32,121,,4.83,,,,,
EUS_F1(Am),EUS,Q1,8.32,87,,4.83,,,,,
EUS_F2(Ux),EUS,O1,8.32,102,,4.83,,,,,
EUS_F2(Ux),EUS,O2,8.32,106,,4.83,,,,,
EUS_F2(Ux),EUS,O3,8.32,108,,4.83,,,,,
EUS_F2(Ux),EUS,O4,8.32,135,,4.83,,,,,
EUS_F2(Ux),EUS,O6,8.32,107,,4.83,,,,,
EUS_F2(Ux),EUS,O8,8.32,138,,4.83,,,,,
EUS_F2(Ux),EUS,O9,8.32,67,,4.83,,,,,
EUS_F2(Ux),EUS,P0,8.32,142,,4.83,,,,,
EUS_F2(Ux),EUS,P1,8.32,117,,4.83,,,,,
EUS_F2(Ux),EUS,P2,8.32,109,,4.83,,,,,
EUS_F2(Ux),EUS,P3,8.32,119,,4.83,,,,,
EUS_F2(Ux),EUS,P8,8.32,121,,4.83,,,,,
EUS_F2(Ux),EUS,P9,8.32,106,,4.83,,,,,
EUS_F2(Ux),EUS,Q0,8.32,121,,4.83,,,,,
EUS_F2(Ux),EUS,Q1,8.32,87,,4.83,,,,,
EUS_F3(En),EUS,O1,8.32,102,,4.83,,,,,
EUS_F3(En),EUS,O2,8.32,106,,4.83,,,,,
EUS_F3(En),EUS,O3,8.32,108,,4.83,,,,,
EUS_F3(En),EUS,O4,8.32,135,,4.83,,,,,
EUS_F3(En),EUS,O6,8.32,107,,4.83,,,,,
EUS_F3(En),EUS,O8,8.32,138,,4.83,,,,,
EUS_F3(En),EUS,O9,8.32,67,,4.83,,,,,
EUS_F3(En),EUS,P0,8.32,142,,4.83,,,,,
EUS_F3(En),EUS,P1,8.32,117,,4.83,,,,,
EUS_F3(En),EUS,P2,8.32,109,,4.83,,,,,
EUS_F3(En),EUS,P3,8.32,119,,4.83,,,,,
EUS_F3(En),EUS,P8,8.32,121,,4.83,,,,,
EUS_F3(En),EUS,P9,8.32,106,,4.83,,,,,
EUS_F3(En),EUS,Q0,8.32,121,,4.83,,,,,
EUS_F3(En),EUS,Q1,8.32,87,,4.83,,,,,
EUS_F4(Ux2),EUS,O1,8.32,102,,4.83,,,,,
EUS_F4(Ux2),EUS,O2,8.32,106,,4.83,,,,,
EUS_F4(Ux2),EUS,O3,8.32,108,,4.83,,,,,
EUS_F4(Ux2),EUS,O4,8.32,135,,4.83,,,,,
EUS_F4(Ux2),EUS,O6,8.32,107,,4.83,,,,,
EUS_F4(Ux2),EUS,O8,8.32,138,,4.83,,,,,
EUS_F4(Ux2),EUS,O9,8.32,67,,4.83,,,,,
EUS_F4(Ux2),EUS,P0,8.32,142,,4.83,,,,,
EUS_F4(Ux2),EUS,P1,8.32,117,,4.83,,,,,
EUS_F4(Ux2),EUS,P2,8.32,109,,4.83,,,,,
EUS_F4(Ux2),EUS,P3,8.32,119,,4.83,,,,,
EUS_F4(Ux2),EUS,P8,8.32,121,,4.83,,,,,
EUS_F4(Ux2),EUS,P9,8.32,106,,4.83,,,,,
EUS_F4(Ux2),EUS,Q0,8.32,121,,4.83,,,,,
EUS_F4(Ux2),EUS,Q1,8.32,87,,4.83,,,,,
EUS_F5(Am2),EUS,O1,8.32,102,,4.83,,,,,
EUS_F5(Am2),EUS,O2,8.32,106,,4.83,,,,,
EUS_F5(Am2),EUS,O3,8.32,108,,4.83,,,,,
EUS_F5(Am2),EUS,O4,8.32,135,,4.83,,,,,
EUS_F5(Am2),EUS,O6,8.32,107,,4.83,,,,,
EUS_F5(Am2),EUS,O8,8.32,138,,4.83,,,,,
EUS_F5(Am2),EUS,O9,8.32,67,,4.83,,,,,
EUS_F5(Am2),EUS,P0,8.32,142,,4.83,,,,,
EUS_F5(Am2),EUS,P1,8.32,117,,4.83,,,,,
EUS_F5(Am2),EUS,P2,8.32,109,,4.83,,,,,
EUS_F5(Am2),EUS,P3,8.32,119,,4.83,,,,,
EUS_F5(Am2),EUS,P8,8.32,121,,4.83,,,,,
EUS_F5(Am2),EUS,P9,8.32,106,,4.83,,,,,
EUS_F5(Am2),EUS,Q0,8.32,121,,4.83,,,,,
EUS_F5(Am2),EUS,Q1,8.32,87,,4.83,,,,,
EUS_M1(Bo),EUS,O1,8.32,102,,4.83,,,,,
EUS_M1(Bo),EUS,O2,8.32,106,,4.83,,,,,
EUS_M1(Bo),EUS,O3,8.32,108,,4.83,,,,,
EUS_M1(Bo),EUS,O4,8.32,135,,4.83,,,,,
EUS_M1(Bo),EUS,O6,8.32,107,,4.83,,,,,
EUS_M1(Bo),EUS,O8,8.32,138,,4.83,,,,,
EUS_M1(Bo),EUS,O9,8.32,67,,4.83,,,,,
EUS_M1(Bo),EUS,P0,8.32,142,,4.83,,,,,
EUS_M1(Bo),EUS,P1,8.32,117,,4.83,,,,,
EUS_M1(Bo),EUS,P2,8.32,109,,4.83,,,,,
EUS_M1(Bo),EUS,P3,8.32,119,,4.83,,,,,
EUS_M1(Bo),EUS,P8,8.32,121,,4.83,,,,,
EUS_M1(Bo),EUS,P9,8.32,106,,4.83,,,,,
EUS_M1(Bo),EUS,Q0,8.32,121,,4.83,,,,,
EUS_M1(Bo),EUS,Q1,8.32,87,,4.83,,,,,
EUS_M2(Ai),EUS,O1,8.32,102,,4.83,,,,,
EUS_M2(Ai),EUS,O2,8.32,106,,4.83,,,,,
EUS_M2(Ai),EUS,O3,8.32,108,,4.83,,,,,
EUS_M2(Ai),EUS,O4,8.32,135,,4.83,,,,,
EUS_M2(Ai),EUS,O6,8.32,107,,4.83,,,,,
EUS_M2(Ai),EUS,O8,8.32,138,,4.83,,,,,
EUS_M2(Ai),EUS,O9,8.32,67,,4.83,,,,,
EUS_M2(Ai),EUS,P0,8.32,142,,4.83,,,,,
EUS_M2(Ai),EUS,P1,8.32,117,,4.83,,,,,
EUS_M2(Ai),EUS,P2,8.32,109,,4.83,,,,,
EUS_M2(Ai),EUS,P3,8.32,119,,4.83,,,,,
EUS_M2(Ai),EUS,P8,8.32,121,,4.83,,,,,
EUS_M2(Ai),EUS,P9,8.32,106,,4.83,,,,,
EUS_M2(Ai),EUS,Q0,8.32,121,,4.83,,,,,
EUS_M2(Ai),EUS,Q1,8.32,87,,4.83,,,,,
EUS_M3(An),EUS,O1,8.32,102,,4.83,,,,,
EUS_M3(An),EUS,O2,8.32,106,,4.83,,,,,
EUS_M3(An),EUS,O3,8.32,108,,4.83,,,,,
EUS_M3(An),EUS,O4,8.32,135,,4.83,,,,,
EUS_M3(An),EUS,O6,8.32,107,,4.83,,,,,
EUS_M3(An),EUS,O8,8.32,138,,4.83,,,,,
EUS_M3(An),EUS,O9,8.32,67,,4.83,,,,,
EUS_M3(An),EUS,P0,8.32,142,,4.83,,,,,
EUS_M3(An),EUS,P1,8.32,117,,4.83,,,,,
EUS_M3(An),EUS,P2,8.32,109,,4.83,,,,,
EUS_M3(An),EUS,P3,8.32,119,,4.83,,,,,
EUS_M3(An),EUS,P8,8.32,121,,4.83,,,,,
EUS_M3(An),EUS,P9,8.32,106,,4.83,,,,,
EUS_M3(An),EUS,Q0,8.32,121,,4.83,,,,,
EUS_M3(An),EUS,Q1,8.32,87,,4.83,,,,,
EUS_M4(In),EUS,O1,8.32,102,,4.83,,,,,
EUS_M4(In),EUS,O2,8.32,106,,4.83,,,,,
EUS_M4(In),EUS,O3,8.32,108,,4.83,,,,,
EUS_M4(In),EUS,O4,8.32,135,,4.83,,,,,
EUS_M4(In),EUS,O6,8.32,107,,4.83,,,,,
EUS_M4(In),EUS,O8,8.32,138,,4.83,,,,,
EUS_M4(In),EUS,O9,8.32,67,,4.83,,,,,
EUS_M4(In),EUS,P0,8.32,142,,4.83,,,,,
EUS_M4(In),EUS,P1,8.32,117,,4.83,,,,,
EUS_M4(In),EUS,P2,8.32,109,,4.83,,,,,
EUS_M4(In),EUS,P3,8.32,119,,4.83,,,,,
EUS_M4(In),EUS,P8,8.32,121,,4.83,,,,,
EUS_M4(In),EUS,P9,8.32,106,,4.83,,,,,
EUS_M4(In),EUS,Q0,8.32,121,,4.83,,,,,
EUS_M4(In),EUS,Q1,8.32,87,,4.83,,,,,
EUS_M5(Ax),EUS,O1,8.32,102,,4.83,,,,,
EUS_M5(Ax),EUS,O2,8.32,106,,4.83,,,,,
EUS_M5(Ax),EUS,O3,8.32,108,,4.83,,,,,
EUS_M5(Ax),EUS,O4,8.32,135,,4.83,,,,,
EUS_M5(Ax),EUS,O6,8.32,107,,4.83,,,,,
EUS_M5(Ax),EUS,O8,8.32,138,,4.83,,,,,
EUS_M5(Ax),EUS,O9,8.32,67,,4.83,,,,,
EUS_M5(Ax),EUS,P0,8.32,142,,4.83,,,,,
EUS_M5(Ax),EUS,P1,8.32,117,,4.83,,,,,
EUS_M5(Ax),EUS,P2,8.32,109,,4.83,,,,,
EUS_M5(Ax),EUS,P3,8.32,119,,4.83,,,,,
EUS_M5(Ax),EUS,P8,8.32,121,,4.83,,,,,
EUS_M5(Ax),EUS,P9,8.32,106,,4.83,,,,,
EUS_M5(Ax),EUS,Q0,8.32,121,,4.83,,,,,
EUS_M5(Ax),EUS,Q1,8.32,87,,4.83,,,,,
FIN_F1(Ul),FIN,O1,9.54,91,,5.49,,,,,
FIN_F1(Ul),FIN,O2,9.54,110,,5.49,,,,,
FIN_F1(Ul),FIN,O3,9.54,110,,5.49,,,,,
FIN_F1(Ul),FIN,O4,9.54,123,,5.49,,,,,
FIN_F1(Ul),FIN,O6,9.54,84,,5.49,,,,,
FIN_F1(Ul),FIN,O8,9.54,111,,5.49,,,,,
FIN_F1(Ul),FIN,O9,9.54,74,,5.49,,,,,
FIN_F1(Ul),FIN,P0,9.54,117,,5.49,,,,,
FIN_F1(Ul),FIN,P1,9.54,123,,5.49,,,,,
FIN_F1(Ul),FIN,P2,9.54,98,,5.49,,,,,
FIN_F1(Ul),FIN,P3,9.54,119,,5.49,,,,,
FIN_F1(Ul),FIN,P8,9.54,96,,5.49,,,,,
FIN_F1(Ul),FIN,P9,9.54,108,,5.49,,,,,
FIN_F1(Ul),FIN,Q0,9.54,113,,5.49,,,,,
FIN_F1(Ul),FIN,Q1,9.54,83,,5.49,,,,,
FIN_F2(Re),FIN,O1,9.54,91,,5.49,,,,,
FIN_F2(Re),FIN,O2,9.54,110,,5.49,,,,,
FIN_F2(Re),FIN,O3,9.54,110,,5.49,,,,,
FIN_F2(Re),FIN,O4,9.54,123,,5.49,,,,,
FIN_F2(Re),FIN,O6,9.54,84,,5.49,,,,,
FIN_F2(Re),FIN,O8,9.54,111,,5.49,,,,,
FIN_F2(Re),FIN,O9,9.54,74,,5.49,,,,,
FIN_F2(Re),FIN,P0,9.54,117,,5.49,,,,,
FIN_F2(Re),FIN,P1,9.54,123,,5.49,,,,,
FIN_F2(Re),FIN,P2,9.54,98,,5.49,,,,,
FIN_F2(Re),FIN,P3,9.54,119,,5.49,,,,,
FIN_F2(Re),FIN,P8,9.54,96,,5.49,,,,,
FIN_F2(Re),FIN,P9,9.54,108,,5.49,,,,,
FIN_F2(Re),FIN,Q0,9.54,113,,5.49,,,,,
FIN_F2(Re),FIN,Q1,9.54,83,,5.49,,,,,
FIN_F3(Ki),FIN,O1,9.54,91,,5.49,,,,,
FIN_F3(Ki),FIN,O2,9.54,110,,5.49,,,,,
FIN_F3(Ki),FIN,O3,9.54,110,,5.49,,,,,
FIN_F3(Ki),FIN,O4,9.54,123,,5.49,,,,,
FIN_F3(Ki),FIN,O6,9.54,84,,5.49,,,,,
FIN_F3(Ki),FIN,O8,9.54,111,,5.49,,,,,
FIN_F3(Ki),FIN,O9,9.54,74,,5.49,,,,,
FIN_F3(Ki),FIN,P0,9.54,117,,5.49,,,,,
FIN_F3(Ki),FIN,P1,9.54,123,,5.49,,,,,
FIN_F3(Ki),FIN,P2,9.54,98,,5.49,,,,,
FIN_F3(Ki),FIN,P3,9.54,119,,5.49,,,,,
FIN_F3(Ki),FIN,P8,9.54,96,,5.49,,,,,
FIN_F3(Ki),FIN,P9,9.54,108,,5.49,,,,,
FIN_F3(Ki),FIN,Q0,9.54,113,,5.49,,,,,
FIN_F3(Ki),FIN,Q1,9.54,83,,5.49,,,,,
FIN_F4(Pri),FIN,O1,9.54,91,,5.49,,,,,
FIN_F4(Pri),FIN,O2,9.54,110,,5.49,,,,,
FIN_F4(Pri),FIN,O3,9.54,110,,5.49,,,,,
FIN_F4(Pri),FIN,O4,9.54,123,,5.49,,,,,
FIN_F4(Pri),FIN,O6,9.54,84,,5.49,,,,,
FIN_F4(Pri),FIN,O8,9.54,111,,5.49,,,,,
FIN_F4(Pri),FIN,O9,9.54,74,,5.49,,,,,
FIN_F4(Pri),FIN,P0,9.54,117,,5.49,,,,,
FIN_F4(Pri),FIN,P1,9.54,123,,5.49,,,,,
FIN_F4(Pri),FIN,P2,9.54,98,,5.49,,,,,
FIN_F4(Pri),FIN,P3,9.54,119,,5.49,,,,,
FIN_F4(Pri),FIN,P8,9.54,96,,5.49,,,,,
FIN_F4(Pri),FIN,P9,9.54,108,,5.49,,,,,
FIN_F4(Pri),FIN,Q0,9.54,113,,5.49,,,,,
FIN_F4(Pri),FIN,Q1,9.54,83,,5.49,,,,,
FIN_F5(Ma),FIN,O1,9.54,91,,5.49,,,,,
FIN_F5(Ma),FIN,O2,9.54,110,,5.49,,,,,
FIN_F5(Ma),FIN,O3,9.54,110,,5.49,,,,,
FIN_F5(Ma),FIN,O4,9.54,123,,5.49,,,,,
FIN_F5(Ma),FIN,O6,9.54,84,,5.49,,,,,
FIN_F5(Ma),FIN,O8,9.54,111,,5.49,,,,,
FIN_F5(Ma),FIN,O9,9.54,74,,5.49,,,,,
FIN_F5(Ma),FIN,P0,9.54,117,,5.49,,,,,
FIN_F5(Ma),FIN,P1,9.54,123,,5.49,,,,,
FIN_F5(Ma),FIN,P2,9.54,98,,5.49,,,,,
FIN_F5(Ma),FIN,P3,9.54,119,,5.49,,,,,
FIN_F5(Ma),FIN,P8,9.54,96,,5.49,,,,,
FIN_F5(Ma),FIN,P9,9.54,108,,5.49,,,,,
FIN_F5(Ma),FIN,Q0,9.54,113,,5.49,,,,,
FIN_F5(Ma),FIN,Q1,9.54,83,,5.49,,,,,
FIN_M1(Ee),FIN,O1,9.54,91,,5.49,,,,,
FIN_M1(Ee),FIN,O2,9.54,110,,5.49,,,,,
FIN_M1(Ee),FIN,O3,9.54,110,,5.49,,,,,
FIN_M1(Ee),FIN,O4,9.54,123,,5.49,,,,,
FIN_M1(Ee),FIN,O6,9.54,84,,5.49,,,,,
FIN_M1(Ee),FIN,O8,9.54,111,,5.49,,,,,
FIN_M1(Ee),FIN,O9,9.54,74,,5.49,,,,,
FIN_M1(Ee),FIN,P0,9.54,117,,5.49,,,,,
FIN_M1(Ee),FIN,P1,9.54,123,,5.49,,,,,
FIN_M1(Ee),FIN,P2,9.54,98,,5.49,,,,,
FIN_M1(Ee),FIN,P3,9.54,119,,5.49,,,,,
FIN_M1(Ee),FIN,P8,9.54,96,,5.49,,,,,
FIN_M1(Ee),FIN,P9,9.54,108,,5.49,,,,,
FIN_M1(Ee),FIN,Q0,9.54,113,,5.49,,,,,
FIN_M1(Ee),FIN,Q1,9.54,83,,5.49,,,,,
FIN_M2(He),FIN,O1,9.54,91,,5.49,,,,,
FIN_M2(He),FIN,O2,9.54,110,,5.49,,,,,
FIN_M2(He),FIN,O3,9.54,110,,5.49,,,,,
FIN_M2(He),FIN,O4,9.54,123,,5.49,,,,,
FIN_M2(He),FIN,O6,9.54,84,,5.49,,,,,
FIN_M2(He),FIN,O8,9.54,111,,5.49,,,,,
FIN_M2(He),FIN,O9,9.54,74,,5.49,,,,,
FIN_M2(He),FIN,P0,9.54,117,,5.49,,,,,
FIN_M2(He),FIN,P1,9.54,123,,5.49,,,,,
FIN_M2(He),FIN,P2,9.54,98,,5.49,,,,,
FIN_M2(He),FIN,P3,9.54,119,,5.49,,,,,
FIN_M2(He),FIN,P8,9.54,96,,5.49,,,,,
FIN_M2(He),FIN,P9,9.54,108,,5.49,,,,,
FIN_M2(He),FIN,Q0,9.54,113,,5.49,,,,,
FIN_M2(He),FIN,Q1,9.54,83,,5.49,,,,,
FIN_M3(Mi),FIN,O1,9.54,91,,5.49,,,,,
FIN_M3(Mi),FIN,O2,9.54,110,,5.49,,,,,
FIN_M3(Mi),FIN,O3,9.54,110,,5.49,,,,,
FIN_M3(Mi),FIN,O4,9.54,123,,5.49,,,,,
FIN_M3(Mi),FIN,O6,9.54,84,,5.49,,,,,
FIN_M3(Mi),FIN,O8,9.54,111,,5.49,,,,,
FIN_M3(Mi),FIN,O9,9.54,74,,5.49,,,,,
FIN_M3(Mi),FIN,P0,9.54,117,,5.49,,,,,
FIN_M3(Mi),FIN,P1,9.54,123,,5.49,,,,,
FIN_M3(Mi),FIN,P2,9.54,98,,5.49,,,,,
FIN_M3(Mi),FIN,P3,9.54,119,,5.49,,,,,
FIN_M3(Mi),FIN,P8,9.54,96,,5.49,,,,,
FIN_M3(Mi),FIN,P9,9.54,108,,5.49,,,,,
FIN_M3(Mi),FIN,Q0,9.54,113,,5.49,,,,,
FIN_M3(Mi),FIN,Q1,9.54,83,,5.49,,,,,
FIN_M4(Ma),FIN,O1,9.54,91,,5.49,,,,,
FIN_M4(Ma),FIN,O2,9.54,110,,5.49,,,,,
FIN_M4(Ma),FIN,O3,9.54,110,,5.49,,,,,
FIN_M4(Ma),FIN,O4,9.54,123,,5.49,,,,,
FIN_M4(Ma),FIN,O6,9.54,84,,5.49,,,,,
FIN_M4(Ma),FIN,O8,9.54,111,,5.49,,,,,
FIN_M4(Ma),FIN,O9,9.54,74,,5.49,,,,,
FIN_M4(Ma),FIN,P0,9.54,117,,5.49,,,,,
FIN_M4(Ma),FIN,P1,9.54,123,,5.49,,,,,
FIN_M4(Ma),FIN,P2,9.54,98,,5.49,,,,,
FIN_M4(Ma),FIN,P3,9.54,119,,5.49,,,,,
FIN_M4(Ma),FIN,P8,9.54,96,,5.49,,,,,
FIN_M4(Ma),FIN,P9,9.54,108,,5.49,,,,,
FIN_M4(Ma),FIN,Q0,9.54,113,,5.49,,,,,
FIN_M4(Ma),FIN,Q1,9.54,83,,5.49,,,,,
FIN_M5(Mt),FIN,O1,9.54,91,,5.49,,,,,
FIN_M5(Mt),FIN,O2,9.54,110,,5.49,,,,,
FIN_M5(Mt),FIN,O3,9.54,110,,5.49,,,,,
FIN_M5(Mt),FIN,O4,9.54,123,,5.49,,,,,
FIN_M5(Mt),FIN,O6,9.54,84,,5.49,,,,,
FIN_M5(Mt),FIN,O8,9.54,111,,5.49,,,,,
FIN_M5(Mt),FIN,O9,9.54,74,,5.49,,,,,
FIN_M5(Mt),FIN,P0,9.54,117,,5.49,,,,,
FIN_M5(Mt),FIN,P1,9.54,123,,5.49,,,,,
FIN_M5(Mt),FIN,P2,9.54,98,,5.49,,,,,
FIN_M5(Mt),FIN,P3,9.54,119,,5.49,,,,,
FIN_M5(Mt),FIN,P8,9.54,96,,5.49,,,,,
FIN_M5(Mt),FIN,P9,9.54,108,,5.49,,,,,
FIN_M5(Mt),FIN,Q0,9.54,113,,5.49,,,,,
FIN_M5(Mt),FIN,Q1,9.54,83,,5.49,,,,,
FRA_F1(Je),FRA,O1,8.39,87,,6.68,,,,,
FRA_F1(Je),FRA,O2,8.39,106,,6.68,,,,,
FRA_F1(Je),FRA,O3,8.39,95,,6.68,,,,,
FRA_F1(Je),FRA,O4,8.39,93,,6.68,,,,,
FRA_F1(Je),FRA,O6,8.39,77,,6.68,,,,,
FRA_F1(Je),FRA,O8,8.39,94,,6.68,,,,,
FRA_F1(Je),FRA,O9,8.39,65,,6.68,,,,,
FRA_F1(Je),FRA,P0,8.39,100,,6.68,,,,,
FRA_F1(Je),FRA,P1,8.39,104,,6.68,,,,,
FRA_F1(Je),FRA,P2,8.39,88,,6.68,,,,,
FRA_F1(Je),FRA,P3,8.39,107,,6.68,,,,,
FRA_F1(Je),FRA,P8,8.39,95,,6.68,,,,,
FRA_F1(Je),FRA,P9,8.39,92,,6.68,,,,,
FRA_F1(Je),FRA,Q0,8.39,99,,6.68,,,,,
FRA_F1(Je),FRA,Q1,8.39,68,,6.68,,,,,
FRA_F2(Be),FRA,O1,8.39,87,,6.68,,,,,
FRA_F2(Be),FRA,O2,8.39,106,,6.68,,,,,
FRA_F2(Be),FRA,O3,8.39,95,,6.68,,,,,
FRA_F2(Be),FRA,O4,8.39,93,,6.68,,,,,
FRA_F2(Be),FRA,O6,8.39,77,,6.68,,,,,
FRA_F2(Be),FRA,O8,8.39,94,,6.68,,,,,
FRA_F2(Be),FRA,O9,8.39,65,,6.68,,,,,
FRA_F2(Be),FRA,P0,8.39,100,,6.68,,,,,
FRA_F2(Be),FRA,P1,8.39,104,,6.68,,,,,
FRA_F2(Be),FRA,P2,8.39,88,,6.68,,,,,
FRA_F2(Be),FRA,P3,8.39,107,,6.68,,,,,
FRA_F2(Be),FRA,P8,8.39,95,,6.68,,,,,
FRA_F2(Be),FRA,P9,8.39,92,,6.68,,,,,
FRA_F2(Be),FRA,Q0,8.39,99,,6.68,,,,,
FRA_F2(Be),FRA,Q1,8.39,68,,6.68,,,,,
FRA_F3(Ma),FRA,O1,8.39,87,,6.68,,,,,
FRA_F3(Ma),FRA,O2,8.39,106,,6.68,,,,,
FRA_F3(Ma),FRA,O3,8.39,95,,6.68,,,,,
FRA_F3(Ma),FRA,O4,8.39,93,,6.68,,,,,
FRA_F3(Ma),FRA,O6,8.39,77,,6.68,,,,,
FRA_F3(Ma),FRA,O8,8.39,94,,6.68,,,,,
FRA_F3(Ma),FRA,O9,8.39,65,,6.68,,,,,
FRA_F3(Ma),FRA,P0,8.39,100,,6.68,,,,,
FRA_F3(Ma),FRA,P1,8.39,104,,6.68,,,,,
FRA_F3(Ma),FRA,P2,8.39,88,,6.68,,,,,
FRA_F3(Ma),FRA,P3,8.39,107,,6.68,,,,,
FRA_F3(Ma),FRA,P8,8.39,95,,6.68,,,,,
FRA_F3(Ma),FRA,P9,8.39,92,,6.68,,,,,
FRA_F3(Ma),FRA,Q0,8.39,99,,6.68,,,,,
FRA_F3(Ma),FRA,Q1,8.39,68,,6.68,,,,,
FRA_F4(Lu),FRA,O1,8.39,87,,6.68,,,,,
FRA_F4(Lu),FRA,O2,8.39,106,,6.68,,,,,
FRA_F4(Lu),FRA,O3,8.39,95,,6.68,,,,,
FRA_F4(Lu),FRA,O4,8.39,93,,6.68,,,,,
FRA_F4(Lu),FRA,O6,8.39,77,,6.68,,,,,
FRA_F4(Lu),FRA,O8,8.39,94,,6.68,,,,,
FRA_F4(Lu),FRA,O9,8.39,65,,6.68,,,,,
FRA_F4(Lu),FRA,P0,8.39,100,,6.68,,,,,
FRA_F4(Lu),FRA,P1,8.39,104,,6.68,,,,,
FRA_F4(Lu),FRA,P2,8.39,88,,6.68,,,,,
FRA_F4(Lu),FRA,P3,8.39,107,,6.68,,,,,
FRA_F4(Lu),FRA,P8,8.39,95,,6.68,,,,,
FRA_F4(Lu),FRA,P9,8.39,92,,6.68,,,,,
FRA_F4(Lu),FRA,Q0,8.39,99,,6.68,,,,,
FRA_F4(Lu),FRA,Q1,8.39,68,,6.68,,,,,
FRA_F5(Na),FRA,O1,8.39,87,,6.68,,,,,
FRA_F5(Na),FRA,O2,8.39,106,,6.68,,,,,
FRA_F5(Na),FRA,O3,8.39,95,,6.68,,,,,
FRA_F5(Na),FRA,O4,8.39,93,,6.68,,,,,
FRA_F5(Na),FRA,O6,8.39,77,,6.68,,,,,
FRA_F5(Na),FRA,O8,8.39,94,,6.68,,,,,
FRA_F5(Na),FRA,O9,8.39,65,,6.68,,,,,
FRA_F5(Na),FRA,P0,8.39,100,,6.68,,,,,
FRA_F5(Na),FRA,P1,8.39,104,,6.68,,,,,
FRA_F5(Na),FRA,P2,8.39,88,,6.68,,,,,
FRA_F5(Na),FRA,P3,8.39,107,,6.68,,,,,
FRA_F5(Na),FRA,P8,8.39,95,,6.68,,,,,
FRA_F5(Na),FRA,P9,8.39,92,,6.68,,,,,
FRA_F5(Na),FRA,Q0,8.39,99,,6.68,,,,,
FRA_F5(Na),FRA,Q1,8.39,68,,6.68,,,,,
FRA_M1(Se),FRA,O1,8.39,87,,6.68,,,,,
FRA_M1(Se),FRA,O2,8.39,106,,6.68,,,,,
FRA_M1(Se),FRA,O3,8.39,95,,6.68,,,,,
FRA_M1(Se),FRA,O4,8.39,93,,6.68,,,,,
FRA_M1(Se),FRA,O6,8.39,77,,6.68,,,,,
FRA_M1(Se),FRA,O8,8.39,94,,6.68,,,,,
FRA_M1(Se),FRA,O9,8.39,65,,6.68,,,,,
FRA_M1(Se),FRA,P0,8.39,100,,6.68,,,,,
FRA_M1(Se),FRA,P1,8.39,104,,6.68,,,,,
FRA_M1(Se),FRA,P2,8.39,88,,6.68,,,,,
FRA_M1(Se),FRA,P3,8.39,107,,6.68,,,,,
FRA_M1(Se),FRA,P8,8.39,95,,6.68,,,,,
FRA_M1(Se),FRA,P9,8.39,92,,6.68,,,,,
FRA_M1(Se),FRA,Q0,8.39,99,,6.68,,,,,
FRA_M1(Se),FRA,Q1,8.39,68,,6.68,,,,,
FRA_M2(Ar),FRA,O1,8.39,87,,6.68,,,,,
FRA_M2(Ar),FRA,O2,8.39,106,,6.68,,,,,
FRA_M2(Ar),FRA,O3,8.39,95,,6.68,,,,,
FRA_M2(Ar),FRA,O4,8.39,93,,6.68,,,,,
FRA_M2(Ar),FRA,O6,8.39,77,,6.68,,,,,
FRA_M2(Ar),FRA,O8,8.39,94,,6.68,,,,,
FRA_M2(Ar),FRA,O9,8.39,65,,6.68,,,,,
FRA_M2(Ar),FRA,P0,8.39,100,,6.68,,,,,
