Speaker,Language,Text,ShE,NS_coupe,NS_sidaine,ID_bigram_coupe,ID_bigram_esidaine,ID_unigram_esidaine,ID_trigram_esidaine,ID_4gram_esidaine,IR_esidaine
FRA_M2(Ar),FRA,P1,8.39,104,,6.68,,,,,
FRA_M2(Ar),FRA,P2,8.39,88,,6.68,,,,,
FRA_M2(Ar),FRA,P3,8.39,107,,6.68,,,,,
FRA_M2(Ar),FRA,P8,8.39,95,,6.68,,,,,
FRA_M2(Ar),FRA,P9,8.39,92,,6.68,,,,,
FRA_M2(Ar),FRA,Q0,8.39,99,,6.68,,,,,
FRA_M2(Ar),FRA,Q1,8.39,68,,6.68,,,,,
FRA_M3(Pi),FRA,O1,8.39,87,,6.68,,,,,
FRA_M3(Pi),FRA,O2,8.39,106,,6.68,,,,,
FRA_M3(Pi),FRA,O3,8.39,95,,6.68,,,,,
FRA_M3(Pi),FRA,O4,8.39,93,,6.68,,,,,
FRA_M3(Pi),FRA,O6,8.39,77,,6.68,,,,,
FRA_M3(Pi),FRA,O8,8.39,94,,6.68,,,,,
FRA_M3(Pi),FRA,O9,8.39,65,,6.68,,,,,
FRA_M3(Pi),FRA,P0,8.39,100,,6.68,,,,,
FRA_M3(Pi),FRA,P1,8.39,104,,6.68,,,,,
FRA_M3(Pi),FRA,P2,8.39,88,,6.68,,,,,
FRA_M3(Pi),FRA,P3,8.39,107,,6.68,,,,,
FRA_M3(Pi),FRA,P8,8.39,95,,6.68,,,,,
FRA_M3(Pi),FRA,P9,8.39,92,,6.68,,,,,
FRA_M3(Pi),FRA,Q0,8.39,99,,6.68,,,,,
FRA_M3(Pi),FRA,Q1,8.39,68,,6.68,,,,,
FRA_M4(No),FRA,O1,8.39,87,,6.68,,,,,
FRA_M4(No),FRA,O2,8.39,106,,6.68,,,,,
FRA_M4(No),FRA,O3,8.39,95,,6.68,,,,,
FRA_M4(No),FRA,O4,8.39,93,,6.68,,,,,
FRA_M4(No),FRA,O6,8.39,77,,6.68,,,,,
FRA_M4(No),FRA,O8,8.39,94,,6.68,,,,,
FRA_M4(No),FRA,O9,8.39,65,,6.68,,,,,
FRA_M4(No),FRA,P0,8.39,100,,6.68,,,,,
FRA_M4(No),FRA,P1,8.39,104,,6.68,,,,,
FRA_M4(No),FRA,P2,8.39,88,,6.68,,,,,
FRA_M4(No),FRA,P3,8.39,107,,6.68,,,,,
FRA_M4(No),FRA,P8,8.39,95,,6.68,,,,,
FRA_M4(No),FRA,P9,8.39,92,,6.68,,,,,
FRA_M4(No),FRA,Q0,8.39,99,,6.68,,,,,
FRA_M4(No),FRA,Q1,8.39,68,,6.68,,,,,
FRA_M5(Chr),FRA,O1,8.39,87,,6.68,,,,,
FRA_M5(Chr),FRA,O2,8.39,106,,6.68,,,,,
FRA_M5(Chr),FRA,O3,8.39,95,,6.68,,,,,
FRA_M5(Chr),FRA,O4,8.39,93,,6.68,,,,,
FRA_M5(Chr),FRA,O6,8.39,77,,6.68,,,,,
FRA_M5(Chr),FRA,O8,8.39,94,,6.68,,,,,
FRA_M5(Chr),FRA,O9,8.39,65,,6.68,,,,,
FRA_M5(Chr),FRA,P0,8.39,100,,6.68,,,,,
FRA_M5(Chr),FRA,P1,8.39,104,,6.68,,,,,
FRA_M5(Chr),FRA,P2,8.39,88,,6.68,,,,,
FRA_M5(Chr),FRA,P3,8.39,107,,6.68,,,,,
FRA_M5(Chr),FRA,P8,8.39,95,,6.68,,,,,
FRA_M5(Chr),FRA,P9,8.39,92,,6.68,,,,,
FRA_M5(Chr),FRA,Q0,8.39,99,,6.68,,,,,
FRA_M5(Chr),FRA,Q1,8.39,68,,6.68,,,,,
HUN_F1(An),HUN,O1,9.83,89,,5.9,,,,,
HUN_F1(An),HUN,O2,9.83,112,,5.9,,,,,
HUN_F1(An),HUN,O3,9.83,100,,5.9,,,,,
HUN_F1(An),HUN,O4,9.83,124,,5.9,,,,,
HUN_F1(An),HUN,O6,9.83,72,,5.9,,,,,
HUN_F1(An),HUN,O8,9.83,99,,5.9,,,,,
HUN_F1(An),HUN,O9,9.83,82,,5.9,,,,,
HUN_F1(An),HUN,P0,9.83,122,,5.9,,,,,
HUN_F1(An),HUN,P1,9.83,112,,5.9,,,,,
HUN_F1(An),HUN,P2,9.83,105,,5.9,,,,,
HUN_F1(An),HUN,P3,9.83,113,,5.9,,,,,
HUN_F1(An),HUN,P8,9.83,101,,5.9,,,,,
HUN_F1(An),HUN,P9,9.83,117,,5.9,,,,,
HUN_F1(An),HUN,Q0,9.83,103,,5.9,,,,,
HUN_F1(An),HUN,Q1,9.83,98,,5.9,,,,,
HUN_F2(Ga),HUN,O1,9.83,89,,5.9,,,,,
HUN_F2(Ga),HUN,O2,9.83,112,,5.9,,,,,
HUN_F2(Ga),HUN,O3,9.83,100,,5.9,,,,,
HUN_F2(Ga),HUN,O4,9.83,124,,5.9,,,,,
HUN_F2(Ga),HUN,O6,9.83,72,,5.9,,,,,
HUN_F2(Ga),HUN,O8,9.83,99,,5.9,,,,,
HUN_F2(Ga),HUN,O9,9.83,82,,5.9,,,,,
HUN_F2(Ga),HUN,P0,9.83,122,,5.9,,,,,
HUN_F2(Ga),HUN,P1,9.83,112,,5.9,,,,,
HUN_F2(Ga),HUN,P2,9.83,105,,5.9,,,,,
HUN_F2(Ga),HUN,P3,9.83,113,,5.9,,,,,
HUN_F2(Ga),HUN,P8,9.83,101,,5.9,,,,,
HUN_F2(Ga),HUN,P9,9.83,117,,5.9,,,,,
HUN_F2(Ga),HUN,Q0,9.83,103,,5.9,,,,,
HUN_F2(Ga),HUN,Q1,9.83,98,,5.9,,,,,
HUN_F3(Il),HUN,O1,9.83,89,,5.9,,,,,
HUN_F3(Il),HUN,O2,9.83,112,,5.9,,,,,
HUN_F3(Il),HUN,O3,9.83,100,,5.9,,,,,
HUN_F3(Il),HUN,O4,9.83,124,,5.9,,,,,
HUN_F3(Il),HUN,O6,9.83,72,,5.9,,,,,
HUN_F3(Il),HUN,O8,9.83,99,,5.9,,,,,
HUN_F3(Il),HUN,O9,9.83,82,,5.9,,,,,
HUN_F3(Il),HUN,P0,9.83,122,,5.9,,,,,
HUN_F3(Il),HUN,P1,9.83,112,,5.9,,,,,
HUN_F3(Il),HUN,P2,9.83,105,,5.9,,,,,
HUN_F3(Il),HUN,P3,9.83,113,,5.9,,,,,
HUN_F3(Il),HUN,P8,9.83,101,,5.9,,,,,
HUN_F3(Il),HUN,P9,9.83,117,,5.9,,,,,
HUN_F3(Il),HUN,Q0,9.83,103,,5.9,,,,,
HUN_F3(Il),HUN,Q1,9.83,98,,5.9,,,,,
HUN_F4(As),HUN,O1,9.83,89,,5.9,,,,,
HUN_F4(As),HUN,O2,9.83,112,,5.9,,,,,
HUN_F4(As),HUN,O3,9.83,100,,5.9,,,,,
HUN_F4(As),HUN,O4,9.83,124,,5.9,,,,,
HUN_F4(As),HUN,O6,9.83,72,,5.9,,,,,
HUN_F4(As),HUN,O8,9.83,99,,5.9,,,,,
HUN_F4(As),HUN,O9,9.83,82,,5.9,,,,,
HUN_F4(As),HUN,P0,9.83,122,,5.9,,,,,
HUN_F4(As),HUN,P1,9.83,112,,5.9,,,,,
HUN_F4(As),HUN,P2,9.83,105,,5.9,,,,,
HUN_F4(As),HUN,P3,9.83,113,,5.9,,,,,
HUN_F4(As),HUN,P8,9.83,101,,5.9,,,,,
HUN_F4(As),HUN,P9,9.83,117,,5.9,,,,,
HUN_F4(As),HUN,Q0,9.83,103,,5.9,,,,,
HUN_F4(As),HUN,Q1,9.83,98,,5.9,,,,,
HUN_F5(Ju),HUN,O1,9.83,89,,5.9,,,,,
HUN_F5(Ju),HUN,O2,9.83,112,,5.9,,,,,
HUN_F5(Ju),HUN,O3,9.83,100,,5.9,,,,,
HUN_F5(Ju),HUN,O4,9.83,124,,5.9,,,,,
HUN_F5(Ju),HUN,O6,9.83,72,,5.9,,,,,
HUN_F5(Ju),HUN,O8,9.83,99,,5.9,,,,,
HUN_F5(Ju),HUN,O9,9.83,82,,5.9,,,,,
HUN_F5(Ju),HUN,P0,9.83,122,,5.9,,,,,
HUN_F5(Ju),HUN,P1,9.83,112,,5.9,,,,,
HUN_F5(Ju),HUN,P2,9.83,105,,5.9,,,,,
HUN_F5(Ju),HUN,P3,9.83,113,,5.9,,,,,
HUN_F5(Ju),HUN,P8,9.83,101,,5.9,,,,,
HUN_F5(Ju),HUN,P9,9.83,117,,5.9,,,,,
HUN_F5(Ju),HUN,Q0,9.83,103,,5.9,,,,,
HUN_F5(Ju),HUN,Q1,9.83,98,,5.9,,,,,
HUN_M1(Ar),HUN,O1,9.83,89,,5.9,,,,,
HUN_M1(Ar),HUN,O2,9.83,112,,5.9,,,,,
HUN_M1(Ar),HUN,O3,9.83,100,,5.9,,,,,
HUN_M1(Ar),HUN,O4,9.83,124,,5.9,,,,,
HUN_M1(Ar),HUN,O6,9.83,72,,5.9,,,,,
HUN_M1(Ar),HUN,O8,9.83,99,,5.9,,,,,
HUN_M1(Ar),HUN,O9,9.83,82,,5.9,,,,,
HUN_M1(Ar),HUN,P0,9.83,122,,5.9,,,,,
HUN_M1(Ar),HUN,P1,9.83,112,,5.9,,,,,
HUN_M1(Ar),HUN,P2,9.83,105,,5.9,,,,,
HUN_M1(Ar),HUN,P3,9.83,113,,5.9,,,,,
HUN_M1(Ar),HUN,P8,9.83,101,,5.9,,,,,
HUN_M1(Ar),HUN,P9,9.83,117,,5.9,,,,,
HUN_M1(Ar),HUN,Q0,9.83,103,,5.9,,,,,
HUN_M1(Ar),HUN,Q1,9.83,98,,5.9,,,,,
HUN_M2(Ma),HUN,O1,9.83,89,,5.9,,,,,
HUN_M2(Ma),HUN,O2,9.83,112,,5.9,,,,,
HUN_M2(Ma),HUN,O3,9.83,100,,5.9,,,,,
HUN_M2(Ma),HUN,O4,9.83,124,,5.9,,,,,
HUN_M2(Ma),HUN,O6,9.83,72,,5.9,,,,,
HUN_M2(Ma),HUN,O8,9.83,99,,5.9,,,,,
HUN_M2(Ma),HUN,O9,9.83,82,,5.9,,,,,
HUN_M2(Ma),HUN,P0,9.83,122,,5.9,,,,,
HUN_M2(Ma),HUN,P1,9.83,112,,5.9,,,,,
HUN_M2(Ma),HUN,P2,9.83,105,,5.9,,,,,
HUN_M2(Ma),HUN,P3,9.83,113,,5.9,,,,,
HUN_M2(Ma),HUN,P8,9.83,101,,5.9,,,,,
HUN_M2(Ma),HUN,P9,9.83,117,,5.9,,,,,
HUN_M2(Ma),HUN,Q0,9.83,103,,5.9,,,,,
HUN_M2(Ma),HUN,Q1,9.83,98,,5.9,,,,,
HUN_M3(Er),HUN,O1,9.83,89,,5.9,,,,,
HUN_M3(Er),HUN,O2,9.83,112,,5.9,,,,,
HUN_M3(Er),HUN,O3,9.83,100,,5.9,,,,,
HUN_M3(Er),HUN,O4,9.83,124,,5.9,,,,,
HUN_M3(Er),HUN,O6,9.83,72,,5.9,,,,,
HUN_M3(Er),HUN,O8,9.83,99,,5.9,,,,,
HUN_M3(Er),HUN,O9,9.83,82,,5.9,,,,,
HUN_M3(Er),HUN,P0,9.83,122,,5.9,,,,,
HUN_M3(Er),HUN,P1,9.83,112,,5.9,,,,,
HUN_M3(Er),HUN,P2,9.83,105,,5.9,,,,,
HUN_M3(Er),HUN,P3,9.83,113,,5.9,,,,,
HUN_M3(Er),HUN,P8,9.83,101,,5.9,,,,,
HUN_M3(Er),HUN,P9,9.83,117,,5.9,,,,,
HUN_M3(Er),HUN,Q0,9.83,103,,5.9,,,,,
HUN_M3(Er),HUN,Q1,9.83,98,,5.9,,,,,
HUN_M4(Ga),HUN,O1,9.83,89,,5.9,,,,,
HUN_M4(Ga),HUN,O2,9.83,112,,5.9,,,,,
HUN_M4(Ga),HUN,O3,9.83,100,,5.9,,,,,
HUN_M4(Ga),HUN,O4,9.83,124,,5.9,,,,,
HUN_M4(Ga),HUN,O6,9.83,72,,5.9,,,,,
HUN_M4(Ga),HUN,O8,9.83,99,,5.9,,,,,
HUN_M4(Ga),HUN,O9,9.83,82,,5.9,,,,,
HUN_M4(Ga),HUN,P0,9.83,122,,5.9,,,,,
HUN_M4(Ga),HUN,P1,9.83,112,,5.9,,,,,
HUN_M4(Ga),HUN,P2,9.83,105,,5.9,,,,,
HUN_M4(Ga),HUN,P3,9.83,113,,5.9,,,,,
HUN_M4(Ga),HUN,P8,9.83,101,,5.9,,,,,
HUN_M4(Ga),HUN,P9,9.83,117,,5.9,,,,,
HUN_M4(Ga),HUN,Q0,9.83,103,,5.9,,,,,
HUN_M4(Ga),HUN,Q1,9.83,98,,5.9,,,,,
HUN_M5(Mi),HUN,O1,9.83,89,,5.9,,,,,
HUN_M5(Mi),HUN,O2,9.83,112,,5.9,,,,,
HUN_M5(Mi),HUN,O3,9.83,100,,5.9,,,,,
HUN_M5(Mi),HUN,O4,9.83,124,,5.9,,,,,
HUN_M5(Mi),HUN,O6,9.83,72,,5.9,,,,,
HUN_M5(Mi),HUN,O8,9.83,99,,5.9,,,,,
HUN_M5(Mi),HUN,O9,9.83,82,,5.9,,,,,
HUN_M5(Mi),HUN,P0,9.83,122,,5.9,,,,,
HUN_M5(Mi),HUN,P1,9.83,112,,5.9,,,,,
HUN_M5(Mi),HUN,P2,9.83,105,,5.9,,,,,
HUN_M5(Mi),HUN,P3,9.83,113,,5.9,,,,,
HUN_M5(Mi),HUN,P8,9.83,101,,5.9,,,,,
HUN_M5(Mi),HUN,P9,9.83,117,,5.9,,,,,
HUN_M5(Mi),HUN,Q0,9.83,103,,5.9,,,,,
HUN_M5(Mi),HUN,Q1,9.83,98,,5.9,,,,,
ITA_a0,ITA,O4,8.32,83,,5.29,,,,,
ITA_a0,ITA,O6,8.32,86,,5.29,,,,,
ITA_a0,ITA,O8,8.32,109,,5.29,,,,,
ITA_a0,ITA,O9,8.32,68,,5.29,,,,,
ITA_a0,ITA,P0,8.32,123,,5.29,,,,,
ITA_a0,ITA,P8,8.32,110,,5.29,,,,,
ITA_a0,ITA,P9,8.32,100,,5.29,,,,,
ITA_a0,ITA,Q1,8.32,106,,5.29,,,,,
ITA_ag,ITA,O1,8.32,89,,5.29,,,,,
ITA_ag,ITA,O2,8.32,113,,5.29,,,,,
ITA_ag,ITA,O3,8.32,100,,5.29,,,,,
ITA_ag,ITA,P1,8.32,109,,5.29,,,,,
ITA_ag,ITA,P2,8.32,117,,5.29,,,,,
ITA_ag,ITA,P3,8.32,111,,5.29,,,,,
ITA_au,ITA,O1,8.32,89,,5.29,,,,,
ITA_au,ITA,O2,8.32,113,,5.29,,,,,
ITA_au,ITA,O3,8.32,100,,5.29,,,,,
ITA_b4,ITA,O4,8.32,83,,5.29,,,,,
ITA_b4,ITA,O6,8.32,86,,5.29,,,,,
ITA_b4,ITA,P8,8.32,110,,5.29,,,,,
ITA_b4,ITA,P9,8.32,100,,5.29,,,,,
ITA_b4,ITA,Q0,8.32,110,,5.29,,,,,
ITA_b4,ITA,Q1,8.32,106,,5.29,,,,,
ITA_b6,ITA,O8,8.32,109,,5.29,,,,,
ITA_b6,ITA,O9,8.32,68,,5.29,,,,,
ITA_b6,ITA,P0,8.32,123,,5.29,,,,,
ITA_b6,ITA,P1,8.32,109,,5.29,,,,,
ITA_b6,ITA,P2,8.32,117,,5.29,,,,,
ITA_b6,ITA,P3,8.32,111,,5.29,,,,,
ITA_b7,ITA,O4,8.32,83,,5.29,,,,,
ITA_b7,ITA,O6,8.32,86,,5.29,,,,,
ITA_b7,ITA,P8,8.32,110,,5.29,,,,,
ITA_b7,ITA,P9,8.32,100,,5.29,,,,,
ITA_b7,ITA,Q0,8.32,110,,5.29,,,,,
ITA_b7,ITA,Q1,8.32,106,,5.29,,,,,
ITA_ba,ITA,O1,8.32,89,,5.29,,,,,
ITA_ba,ITA,O2,8.32,113,,5.29,,,,,
ITA_ba,ITA,O3,8.32,100,,5.29,,,,,
ITA_ba,ITA,Q0,8.32,110,,5.29,,,,,
ITA_bf,ITA,O1,8.32,89,,5.29,,,,,
ITA_bf,ITA,O2,8.32,113,,5.29,,,,,
ITA_bf,ITA,O3,8.32,100,,5.29,,,,,
ITA_bk,ITA,O4,8.32,83,,5.29,,,,,
ITA_bk,ITA,O8,8.32,109,,5.29,,,,,
ITA_bk,ITA,O9,8.32,68,,5.29,,,,,
ITA_bk,ITA,P0,8.32,123,,5.29,,,,,
ITA_bk,ITA,P1,8.32,109,,5.29,,,,,
ITA_bk,ITA,P2,8.32,117,,5.29,,,,,
ITA_bk,ITA,P3,8.32,111,,5.29,,,,,
ITA_bk,ITA,P9,8.32,100,,5.29,,,,,
ITA_bl,ITA,O6,8.32,86,,5.29,,,,,
ITA_bl,ITA,P8,8.32,110,,5.29,,,,,
ITA_bl,ITA,Q0,8.32,110,,5.29,,,,,
ITA_bl,ITA,Q1,8.32,106,,5.29,,,,,
JPN_F1(Ma),JPN,O1,6.07,119,,5.03,,,,,
JPN_F1(Ma),JPN,O2,6.07,162,,5.03,,,,,
JPN_F1(Ma),JPN,O3,6.07,153,,5.03,,,,,
JPN_F1(Ma),JPN,O4,6.07,154,,5.03,,,,,
JPN_F1(Ma),JPN,O6,6.07,129,,5.03,,,,,
JPN_F1(Ma),JPN,O8,6.07,159,,5.03,,,,,
JPN_F1(Ma),JPN,O9,6.07,83,,5.03,,,,,
JPN_F1(Ma),JPN,P0,6.07,156,,5.03,,,,,
JPN_F1(Ma),JPN,P1,6.07,131,,5.03,,,,,
JPN_F1(Ma),JPN,P2,6.07,142,,5.03,,,,,
JPN_F1(Ma),JPN,P3,6.07,152,,5.03,,,,,
JPN_F1(Ma),JPN,P8,6.07,117,,5.03,,,,,
JPN_F1(Ma),JPN,P9,6.07,139,,5.03,,,,,
JPN_F1(Ma),JPN,Q0,6.07,150,,5.03,,,,,
JPN_F1(Ma),JPN,Q1,6.07,126,,5.03,,,,,
JPN_F2(Hi),JPN,O1,6.07,119,,5.03,,,,,
JPN_F2(Hi),JPN,O2,6.07,162,,5.03,,,,,
JPN_F2(Hi),JPN,O3,6.07,153,,5.03,,,,,
JPN_F2(Hi),JPN,O4,6.07,154,,5.03,,,,,
JPN_F2(Hi),JPN,O6,6.07,129,,5.03,,,,,
JPN_F2(Hi),JPN,O8,6.07,159,,5.03,,,,,
JPN_F2(Hi),JPN,O9,6.07,83,,5.03,,,,,
JPN_F2(Hi),JPN,P0,6.07,156,,5.03,,,,,
JPN_F2(Hi),JPN,P1,6.07,131,,5.03,,,,,
JPN_F2(Hi),JPN,P2,6.07,142,,5.03,,,,,
JPN_F2(Hi),JPN,P3,6.07,152,,5.03,,,,,
JPN_F2(Hi),JPN,P8,6.07,117,,5.03,,,,,
JPN_F2(Hi),JPN,P9,6.07,139,,5.03,,,,,
JPN_F2(Hi),JPN,Q0,6.07,150,,5.03,,,,,
JPN_F2(Hi),JPN,Q1,6.07,126,,5.03,,,,,
JPN_F3(Ju),JPN,O1,6.07,119,,5.03,,,,,
JPN_F3(Ju),JPN,O2,6.07,162,,5.03,,,,,
JPN_F3(Ju),JPN,O3,6.07,153,,5.03,,,,,
JPN_F3(Ju),JPN,O4,6.07,154,,5.03,,,,,
JPN_F3(Ju),JPN,O6,6.07,129,,5.03,,,,,
JPN_F3(Ju),JPN,O8,6.07,159,,5.03,,,,,
JPN_F3(Ju),JPN,O9,6.07,83,,5.03,,,,,
JPN_F3(Ju),JPN,P0,6.07,156,,5.03,,,,,
JPN_F3(Ju),JPN,P1,6.07,131,,5.03,,,,,
JPN_F3(Ju),JPN,P2,6.07,142,,5.03,,,,,
JPN_F3(Ju),JPN,P3,6.07,152,,5.03,,,,,
JPN_F3(Ju),JPN,P8,6.07,117,,5.03,,,,,
JPN_F3(Ju),JPN,P9,6.07,139,,5.03,,,,,
JPN_F3(Ju),JPN,Q0,6.07,150,,5.03,,,,,
JPN_F3(Ju),JPN,Q1,6.07,126,,5.03,,,,,
JPN_F4(Ay),JPN,O1,6.07,119,,5.03,,,,,
JPN_F4(Ay),JPN,O2,6.07,162,,5.03,,,,,
JPN_F4(Ay),JPN,O3,6.07,153,,5.03,,,,,
JPN_F4(Ay),JPN,O4,6.07,154,,5.03,,,,,
JPN_F4(Ay),JPN,O6,6.07,129,,5.03,,,,,
JPN_F4(Ay),JPN,O8,6.07,159,,5.03,,,,,
JPN_F4(Ay),JPN,O9,6.07,83,,5.03,,,,,
JPN_F4(Ay),JPN,P0,6.07,156,,5.03,,,,,
JPN_F4(Ay),JPN,P1,6.07,131,,5.03,,,,,
JPN_F4(Ay),JPN,P2,6.07,142,,5.03,,,,,
JPN_F4(Ay),JPN,P3,6.07,152,,5.03,,,,,
JPN_F4(Ay),JPN,P8,6.07,117,,5.03,,,,,
JPN_F4(Ay),JPN,P9,6.07,139,,5.03,,,,,
JPN_F4(Ay),JPN,Q0,6.07,150,,5.03,,,,,
JPN_F4(Ay),JPN,Q1,6.07,126,,5.03,,,,,
JPN_F5(Mi),JPN,O1,6.07,119,,5.03,,,,,
JPN_F5(Mi),JPN,O2,6.07,162,,5.03,,,,,
JPN_F5(Mi),JPN,O3,6.07,153,,5.03,,,,,
JPN_F5(Mi),JPN,O4,6.07,154,,5.03,,,,,
JPN_F5(Mi),JPN,O6,6.07,129,,5.03,,,,,
JPN_F5(Mi),JPN,O8,6.07,159,,5.03,,,,,
JPN_F5(Mi),JPN,O9,6.07,83,,5.03,,,,,
JPN_F5(Mi),JPN,P0,6.07,156,,5.03,,,,,
JPN_F5(Mi),JPN,P1,6.07,131,,5.03,,,,,
JPN_F5(Mi),JPN,P2,6.07,142,,5.03,,,,,
JPN_F5(Mi),JPN,P3,6.07,152,,5.03,,,,,
JPN_F5(Mi),JPN,P8,6.07,117,,5.03,,,,,
JPN_F5(Mi),JPN,P9,6.07,139,,5.03,,,,,
JPN_F5(Mi),JPN,Q0,6.07,150,,5.03,,,,,
JPN_F5(Mi),JPN,Q1,6.07,126,,5.03,,,,,
JPN_M1(Ni),JPN,O1,6.07,119,,5.03,,,,,
JPN_M1(Ni),JPN,O2,6.07,162,,5.03,,,,,
JPN_M1(Ni),JPN,O3,6.07,153,,5.03,,,,,
JPN_M1(Ni),JPN,O4,6.07,154,,5.03,,,,,
JPN_M1(Ni),JPN,O6,6.07,129,,5.03,,,,,
JPN_M1(Ni),JPN,O8,6.07,159,,5.03,,,,,
JPN_M1(Ni),JPN,O9,6.07,83,,5.03,,,,,
JPN_M1(Ni),JPN,P0,6.07,156,,5.03,,,,,
JPN_M1(Ni),JPN,P1,6.07,131,,5.03,,,,,
JPN_M1(Ni),JPN,P2,6.07,142,,5.03,,,,,
JPN_M1(Ni),JPN,P3,6.07,152,,5.03,,,,,
JPN_M1(Ni),JPN,P8,6.07,117,,5.03,,,,,
JPN_M1(Ni),JPN,P9,6.07,139,,5.03,,,,,
JPN_M1(Ni),JPN,Q0,6.07,150,,5.03,,,,,
JPN_M1(Ni),JPN,Q1,6.07,126,,5.03,,,,,
JPN_M2(Shi),JPN,O1,6.07,119,,5.03,,,,,
JPN_M2(Shi),JPN,O2,6.07,162,,5.03,,,,,
JPN_M2(Shi),JPN,O3,6.07,153,,5.03,,,,,
JPN_M2(Shi),JPN,O4,6.07,154,,5.03,,,,,
JPN_M2(Shi),JPN,O6,6.07,129,,5.03,,,,,
JPN_M2(Shi),JPN,O8,6.07,159,,5.03,,,,,
JPN_M2(Shi),JPN,O9,6.07,83,,5.03,,,,,
JPN_M2(Shi),JPN,P0,6.07,156,,5.03,,,,,
JPN_M2(Shi),JPN,P1,6.07,131,,5.03,,,,,
JPN_M2(Shi),JPN,P2,6.07,142,,5.03,,,,,
JPN_M2(Shi),JPN,P3,6.07,152,,5.03,,,,,
JPN_M2(Shi),JPN,P8,6.07,117,,5.03,,,,,
JPN_M2(Shi),JPN,P9,6.07,139,,5.03,,,,,
JPN_M2(Shi),JPN,Q0,6.07,150,,5.03,,,,,
JPN_M2(Shi),JPN,Q1,6.07,126,,5.03,,,,,
JPN_M3(Ke),JPN,O1,6.07,119,,5.03,,,,,
JPN_M3(Ke),JPN,O2,6.07,162,,5.03,,,,,
JPN_M3(Ke),JPN,O3,6.07,153,,5.03,,,,,
JPN_M3(Ke),JPN,O4,6.07,154,,5.03,,,,,
JPN_M3(Ke),JPN,O6,6.07,129,,5.03,,,,,
JPN_M3(Ke),JPN,O8,6.07,159,,5.03,,,,,
JPN_M3(Ke),JPN,O9,6.07,83,,5.03,,,,,
JPN_M3(Ke),JPN,P0,6.07,156,,5.03,,,,,
JPN_M3(Ke),JPN,P1,6.07,131,,5.03,,,,,
JPN_M3(Ke),JPN,P2,6.07,142,,5.03,,,,,
JPN_M3(Ke),JPN,P3,6.07,152,,5.03,,,,,
JPN_M3(Ke),JPN,P8,6.07,117,,5.03,,,,,
JPN_M3(Ke),JPN,P9,6.07,139,,5.03,,,,,
JPN_M3(Ke),JPN,Q0,6.07,150,,5.03,,,,,
JPN_M3(Ke),JPN,Q1,6.07,126,,5.03,,,,,
JPN_M4(Da),JPN,O1,6.07,119,,5.03,,,,,
JPN_M4(Da),JPN,O2,6.07,162,,5.03,,,,,
JPN_M4(Da),JPN,O3,6.07,153,,5.03,,,,,
JPN_M4(Da),JPN,O4,6.07,154,,5.03,,,,,
JPN_M4(Da),JPN,O6,6.07,129,,5.03,,,,,
JPN_M4(Da),JPN,O8,6.07,159,,5.03,,,,,
JPN_M4(Da),JPN,O9,6.07,83,,5.03,,,,,
JPN_M4(Da),JPN,P0,6.07,156,,5.03,,,,,
JPN_M4(Da),JPN,P1,6.07,131,,5.03,,,,,
JPN_M4(Da),JPN,P2,6.07,142,,5.03,,,,,
JPN_M4(Da),JPN,P3,6.07,152,,5.03,,,,,
JPN_M4(Da),JPN,P8,6.07,117,,5.03,,,,,
JPN_M4(Da),JPN,P9,6.07,139,,5.03,,,,,
JPN_M4(Da),JPN,Q0,6.07,150,,5.03,,,,,
JPN_M4(Da),JPN,Q1,6.07,126,,5.03,,,,,
JPN_M5(Yo),JPN,O1,6.07,119,,5.03,,,,,
JPN_M5(Yo),JPN,O2,6.07,162,,5.03,,,,,
JPN_M5(Yo),JPN,O3,6.07,153,,5.03,,,,,
JPN_M5(Yo),JPN,O4,6.07,154,,5.03,,,,,
JPN_M5(Yo),JPN,O6,6.07,129,,5.03,,,,,
JPN_M5(Yo),JPN,O8,6.07,159,,5.03,,,,,
JPN_M5(Yo),JPN,O9,6.07,83,,5.03,,,,,
JPN_M5(Yo),JPN,P0,6.07,156,,5.03,,,,,
JPN_M5(Yo),JPN,P1,6.07,131,,5.03,,,,,
JPN_M5(Yo),JPN,P2,6.07,142,,5.03,,,,,
JPN_M5(Yo),JPN,P3,6.07,152,,5.03,,,,,
JPN_M5(Yo),JPN,P8,6.07,117,,5.03,,,,,
JPN_M5(Yo),JPN,P9,6.07,139,,5.03,,,,,
JPN_M5(Yo),JPN,Q0,6.07,150,,5.03,,,,,
JPN_M5(Yo),JPN,Q1,6.07,126,,5.03,,,,,
KOR_F1(My),KOR,O1,8.05,86,,5.56,,,,,
KOR_F1(My),KOR,O2,8.05,105,,5.56,,,,,
KOR_F1(My),KOR,O3,8.05,116,,5.56,,,,,
KOR_F1(My),KOR,O4,8.05,136,,5.56,,,,,
KOR_F1(My),KOR,O6,8.05,107,,5.56,,,,,
KOR_F1(My),KOR,O8,8.05,132,,5.56,,,,,
KOR_F1(My),KOR,O9,8.05,86,,5.56,,,,,
KOR_F1(My),KOR,P0,8.05,133,,5.56,,,,,
KOR_F1(My),KOR,P1,8.05,124,,5.56,,,,,
KOR_F1(My),KOR,P2,8.05,128,,5.56,,,,,
KOR_F1(My),KOR,P3,8.05,117,,5.56,,,,,
KOR_F1(My),KOR,P8,8.05,115,,5.56,,,,,
